Data;Nome_Horus;Visto_Horus;id
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;932
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;933
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;934
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;935
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;936
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;937
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;938
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;939
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;940
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;941
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;942
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;943
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;944
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;945
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;946
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;947
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;948
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;949
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;950
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;951
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;952
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;953
27/04/23;AMIODARONA, CLORIDRATO 200 MG COMPRIMIDO;SIM;954
27/04/23;AMIODARONA, CLORIDRATO 50 MG/ML SOLUÇÃO INJETÁVEL 3 ML;SIM;955
27/04/23;AMIODARONA, CLORIDRATO 50 MG/ML SOLUÇÃO INJETÁVEL 3 ML;SIM;956
27/04/23;AMIODARONA, CLORIDRATO 50 MG/ML SOLUÇÃO INJETÁVEL 3 ML;SIM;957
27/04/23;AMIODARONA, CLORIDRATO 50 MG/ML SOLUÇÃO INJETÁVEL 3 ML;SIM;958
27/04/23;AMIODARONA, CLORIDRATO 50 MG/ML SOLUÇÃO INJETÁVEL 3 ML;SIM;959
27/04/23;AMISSULPRIDA 200 MG COMPRIMIDO;SIM;960
27/04/23;AMISSULPRIDA 50 MG COMPRIMIDO;SIM;961
27/04/23;AMITRIPTILINA, CLORIDRATO + CLORDIAZEPÓXIDO 12,5 MG + 5 MG CÁPSULA ;SIM;962
27/04/23;AMITRIPTILINA, CLORIDRATO 10 MG COMPRIMIDO DE LIBERAÇÃO CONTROLADA;SIM;963
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;964
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;965
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;966
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;967
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;968
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;969
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;970
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;971
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;972
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;973
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;974
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;975
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;976
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;977
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;978
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;979
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;980
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;981
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;982
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;983
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;984
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO ;SIM;985
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO;SIM;986
27/04/23;AMITRIPTILINA, CLORIDRATO 25 MG COMPRIMIDO;SIM;987
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;988
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;989
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;990
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;991
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;992
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;993
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;994
27/04/23;AMITRIPTILINA, CLORIDRATO 75 MG COMPRIMIDO;SIM;995
27/04/23;AMORFO, ALANTOÍNA, GLICERINA E CARBOXIMETILCELULOSE   BISNAGA 85G;SIM;996
27/04/23;AMOROLFINA, CLORIDRATO 2,5 MG/G CREME  20 G;SIM;997
27/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;998
27/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;999
28/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;1000
28/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;1001
28/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;1002
28/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;1003
28/04/23;AMOROLFINA, CLORIDRATO 50 MG/ML ESMALTE 2,5 ML;SIM;1004
28/04/23;AMOXICILINA + CLARITROMICINA + ESOMEPRAZOL 500MG + 500 MG + 20  MG COMP REV;;1005
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1006
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1007
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1008
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1009
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1010
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1011
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1012
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 1 G + 0,2 G SOLUÇÃO INJETÁVEL;SIM;1013
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 25 MG + 6,25 MG/ML SUSPENSÃO ORAL  75 ML;SIM;1014
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 40+5,7 MG/ML SUSPENSÃO ORAL  70 ML;SIM;1015
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 50 MG + 12,5MG/ML SUSPENSÃO ORAL  70 ML;;1016
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 50 MG+ 12,5 MG/ML SUSPENSÃO ORAL  100 ML ;SIM;1017
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 50 MG+ 12,5 MG/ML SUSPENSÃO ORAL  100 ML ;SIM;1018
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 50 MG+ 12,5 MG/ML SUSPENSÃO ORAL  75 ML;SIM;1019
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 500 MG + 100 MG PÓ PARA SOLUÇÃO INJETÁVEL 10 ML;SIM;1020
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 500 MG + 100 MG PÓ PARA SOLUÇÃO INJETÁVEL 10 ML;SIM;1021
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 500 MG + 100 MG PÓ PARA SOLUÇÃO INJETÁVEL 10 ML;SIM;1022
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COMPRIMIDO ELENCO ESTADUAL ;;1023
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 80 MG + 11,5 MG/ML SUSPENSÃO ORAL  70 ML;;1024
28/04/23;AMOXICILINA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COMPRIMIDO;;1025
28/04/23;AMOXICILINA + SULBACTAM 875 MG + 125 MG COMPRIMIDO;;1026
28/04/23;AMOXICILINA 150 MG/ML SOLUÇÃO INJETÁVEL 100 ML;;1027
28/04/23;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO ORAL  100 ML;;1028
28/04/23;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO 150 ML;;1029
28/04/23;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO 60 ML;;1030
28/04/23;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO 80 ML;;1031
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1032
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1033
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1034
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1035
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1036
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1037
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1038
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1039
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1040
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1041
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1042
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1043
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1044
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1045
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1046
28/04/23;AMOXICILINA 500 MG CÁPSULA ;SIM;1047
29/04/23;AMOXICILINA 500 MG COMPRIMIDO;SIM;1048
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1049
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1050
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1051
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1052
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1053
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1054
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1055
28/04/23;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1056
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1057
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1058
29/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1059
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1060
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1061
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1062
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1063
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1064
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1065
28/04/23;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1066
28/04/23;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1067
28/04/23;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1068
28/04/23;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1069
28/04/23;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1070
28/04/23;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1071
28/04/23;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1072
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  150 ML;SIM;1073
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  150 ML;SIM;1074
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  150 ML;SIM;1075
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  150 ML;SIM;1076
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  60 ML;SIM;1077
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  60 ML;SIM;1078
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  60 ML;SIM;1079
28/04/23;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  60 ML;SIM;1080
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1081
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1082
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1083
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1084
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1085
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1086
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1087
28/04/23;AMPICILINA 500 MG CÁPSULA ;SIM;1088
28/04/23;AMPICILINA 500 MG COMPRIMIDO;SIM;1089
28/04/23;AMPICILINA 500 MG COMPRIMIDO;SIM;1090
28/04/23;AMPICILINA 500 MG COMPRIMIDO;SIM;1091
28/04/23;AMPICILINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1092
28/04/23;AMPICILINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1093
28/04/23;AMPICILINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1094
28/04/23;AMPICILINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1095
28/04/23;AMPICILINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;SIM;1096
28/04/23;AMPRENAVIR 15 MG/ML  PÓ PARA SOLUÇÃO 240 ML;SIM;1097
;AMPRENAVIR 150 MG CÁPSULA ;;1098
28/04/23;ANAGRELIDA, CLORIDRATO 0,5 MG COMPRIMIDO ;SIM;1099
28/04/23;ANAGRELIDA, CLORIDRATO 0,5 MG COMPRIMIDO ;SIM;1100
28/04/23;ANAMIRTA COCCULUS D4 + ASSOCIAÇÃO 210 + 30 + 30 MG COMPRIMIDO;SIM;1101
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1102
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1103
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1104
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1105
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1106
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1107
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1108
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1109
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1110
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1111
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1112
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1113
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1114
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1115
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1116
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1117
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1118
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1119
28/04/23;ANASTROZOL 1 MG COMPRIMIDO;SIM;1120
28/04/23;ANFEPRAMONA, CLORIDRATO 75 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;SIM;1121
28/04/23;ANFOTERICINA B LIPOSSOMAL PÓ PARA SOLUÇÃO INJETÁVEL 50 MG;SIM;1122
28/04/23;ANFOTERICINA B LIPOSSOMAL PÓ PARA SOLUÇÃO INJETÁVEL 50 MG;SIM;1123
28/04/23;ANFOTERICINA B 100 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;;1124
28/04/23;ANFOTERICINA B 100 MG SOLUÇÃO INJETÁVEL LIPOSSOMAL 20  ML;SIM;1125
28/04/23;ANFOTERICINA B 5 MG/ML SUSPENSÃO INJETÁVEL 20 ML;;1126
28/04/23;ANFOTERICINA B 50 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL COLOIDAL;;1127
28/04/23;ANIDULAFUNGINA PÓ LIOF INJ (AMP) 100 MG;SIM;1128
28/04/23;ANIDULAFUNGINA PÓ LIOF INJ (AMP) 100 MG;SIM;1129
28/04/23;ANIDULAFUNGINA PÓ LIOF INJ (AMP) 100 MG;SIM;1130
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1131
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1132
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1133
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1134
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1135
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1136
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;SIM;1137
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1138
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1139
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1140
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1141
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1142
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1143
28/04/23;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;SIM;1144
28/04/23;ANLODIPINO, BESILATO + ATORVASTATINA 5 MG + 10 MG COMPRIMIDO;SIM;1145
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 2,5 MG+ 10 MG CÁPSULA ;SIM;1146
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 2,5 MG+ 10 MG CÁPSULA ;SIM;1147
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 2,5 MG+ 10 MG CÁPSULA ;SIM;1148
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 2,5 MG+ 10 MG CÁPSULA ;SIM;1149
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5  MG +20 MG MG CÁPSULA ;SIM;1150
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5  MG +20 MG MG CÁPSULA ;SIM;1151
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5  MG +20 MG MG CÁPSULA ;SIM;1152
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5  MG +20 MG MG CÁPSULA ;SIM;1153
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5  MG +20 MG MG CÁPSULA ;SIM;1154
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5 MG + 10 MG CÁPSULA ;SIM;1155
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5 MG + 10 MG CÁPSULA ;SIM;1156
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5 MG + 10 MG CÁPSULA ;SIM;1157
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5 MG + 10 MG CÁPSULA ;SIM;1158
28/04/23;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5 MG + 10 MG CÁPSULA ;SIM;1159
02/05/23;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 2,5 MG + 10MG CÁPSULA ;SIM;1160
02/05/23;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 2,5 MG + 10MG CÁPSULA ;SIM;1161
02/05/23;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 5 MG + 10 MG CÁPSULA ;SIM;1162
02/05/23;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 5 MG + 10 MG CÁPSULA ;SIM;1163
02/05/23;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 5 MG+ 20 MG COMPRIMIDO ELENCO ESTADUAL ;SIM;1164
02/05/23;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 2,5 MG+ 50 MG COMPRIMIDO;SIM;1165
02/05/23;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 5 MG + 100 MG CÁPSULA ;SIM;1166
02/05/23;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 5 MG + 100 MG CÁPSULA ;SIM;1167
02/05/23;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 5 MG + 100 MG CÁPSULA ;SIM;1168
02/05/23;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 5 MG + 100 MG CÁPSULA ;SIM;1169
;ANLODIPINO, BESILATO 10 MG COMPRIMIDO;;1170
;ANLODIPINO, BESILATO 2,5 MG COMPRIMIDO;;1171
;ANLODIPINO, BESILATO 5 MG COMPRIMIDO;;1172
;ANTÍGENO, ÁCARO(MIX) 6 ML SOLUÇÃO ORAL;;1173
;ANTÍGENO, ÁCARO(MIX) 8 ML SOLUÇÃO ORAL ESPECIALMENTE MANIPULADO;;1174
;APALUTAMIDA 60 MG COMP REV;;1175
;APIXABANA 2,5 MG COMP REV;;1176
;APIXABANA 5 MG COMP;;1177
;APREPITANTO 2 CAP 80 MG + CÁPSULA  1 CAP 125 MG ;;1178
;ARGININA + ORNITINA + CITRULINA 185 MG + 60 MG + 5 MG COMPRIMIDO;;1179
;ARGININA 0,25 MG/ML XAROPE  150 ML;;1180
;ARGININA 0,25 MG/ML XAROPE  45 ML;;1181
;ARGININA 250 MG/ML XAROPE  600 ML;;1182
28/04/23;ARGININA 400 MG/ML XAROPE  450 ML;;1183
02/05/23;ARIPIPRAZOL 1 MG/ML SUSPENSÃO ORAL  ;Sim;1184
02/05/23;ARIPIPRAZOL 1 MG/ML SUSPENSÃO ORAL  ;Sim;1185
02/05/23;ARIPIPRAZOL 10 MG COMPRIMIDO ;Sim;1186
02/05/23;ARIPIPRAZOL 15 MG COMPRIMIDO;Sim;1187
02/05/23;ARIPIPRAZOL 20 MG COMPRIMIDO ;Sim;1188
02/05/23;ARIPIPRAZOL 20 MG/ML SUSPENSÃO ORAL  ;Sim;1189
02/05/23;ARIPIPRAZOL 30 MG COMPRIMIDO ;Sim;1190
28/04/23;ARNICA MONTANA D2 + ASSOCIAÇÃO 301,5 MG COMPRIMIDO SUBLINGUAL;;1191
28/04/23;ARNICA 10 % GEL 30 G;;1192
28/04/23;ARTEMETER + LUMEFANTRINA 20 + 120 MG COMPRIMIDO 35 KG (BLISTER C/24 COMPRIMIDOS);;1193
28/04/23;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO;;1194
28/04/23;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO 15 - 24 KG (BLISTER C/12 COMPRIMIDOS);;1195
28/04/23;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO 25 - 34 KG (BLISTER C/18 COMPRIMIDOS);;1196
28/04/23;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO 5 - 14 KG (BLISTER C/6 COMPRIMIDOS);;1197
28/04/23;ARTEMETER 80 MG/ML SOLUÇÃO INJETÁVEL 1  ML;;1198
28/04/23;ARTESUNATO + MEFLOQUINA 100 + 220  MG COMPRIMIDO (3 COMP) 6 A 11 ANOS;;1199
28/04/23;ARTESUNATO + MEFLOQUINA 100 + 220 MG COMPRIMIDO;;1200
28/04/23;ARTESUNATO + MEFLOQUINA 100 + 220 MG COMPRIMIDO (6 COMP) 12 ANOS OU MAIS;;1201
28/04/23;ARTESUNATO + MEFLOQUINA 25 + 55 MG COMPRIMIDO;;1202
28/04/23;ARTESUNATO + MEFLOQUINA 25 + 55 MG COMPRIMIDO (3 COMP) 6 A 11 MESES;;1203
28/04/23;ARTESUNATO + MEFLOQUINA 25 + 55 MG COMPRIMIDO (6 COMP) 1 A 5 ANOS;;1204
28/04/23;ARTESUNATO DE SÓDIO 60 MG PÓ PARA SOLUÇÃO INJETÁVEL;;1205
28/04/23;ARTICAÍNA ASSOCIADA COM EPINEFRINA 4 % + 1/200.000 SOLUÇÃO INJETÁVEL 1,8 ML;;1206
