"id_vmpp";"codigo_obm";"nome_vmp";"vmp_nome";"qtd_vmp";"un_qtd_vmp";"catmats"
"576732";"@brasil20171681223";"Água para injeção 250 mL; bolsa x 1 bolsa";"Água para injeção 250 mL; bolsa";"1,000";"bolsa";
"576733";"@brasil90647321735";"Água para injeção 250 mL; bolsa x 35 bolsas";"Água para injeção 250 mL; bolsa";"35,000";"bolsa";
"576754";"@brasil30355461397";"Água para injeção 250 mL; bolsa x 40 bolsas";"Água para injeção 250 mL; bolsa";"40,000";"bolsa";
"576755";"@brasil10313670140";"Água para injeção 250 mL; bolsa x 50 bolsas";"Água para injeção 250 mL; bolsa";"50,000";"bolsa";
"576756";"@brasil14411670603";"Água para injeção 250 mL; frasco-ampola x 1 frasco-ampola";"Água para injeção 250 mL; frasco-ampola";"1,000";"frasco-ampola";
"576757";"@brasil81018608764";"Água para injeção 250 mL; frasco-ampola x 30 frascos-ampola";"Água para injeção 250 mL; frasco-ampola";"30,000";"frasco-ampola";
"576758";"@brasil11857889127";"Água para injeção 250 mL; frasco-ampola x 40 frascos-ampola";"Água para injeção 250 mL; frasco-ampola";"40,000";"frasco-ampola";
"576759";"@brasil21202782620";"Água para injeção 250 mL; frasco-ampola x 50 frascos-ampola";"Água para injeção 250 mL; frasco-ampola";"50,000";"frasco-ampola";
"576760";"@brasil25050797699";"Água para injeção 3 L; bolsa x 1 bolsa";"Água para irrigação 3 L; bolsa";"1,000";"bolsa";
"576761";"@brasil70283164589";"Água para injeção 3 L; bolsa x 6 bolsas";"Água para irrigação 3 L; bolsa";"6,000";"bolsa";
"576762";"@brasil53847222090";"Água para injeção 3 mL; ampola x 100 ampolas";"Água para injeção 3 mL; ampola";"100,000";"ampola";
"576763";"@brasil81811326178";"Água para injeção 3 mL; ampola x 200 ampolas";"Água para injeção 3 mL; ampola";"200,000";"ampola";
"576764";"@brasil30465725354";"Água para injeção 3 mL; ampola x 50 ampolas";"Água para injeção 3 mL; ampola";"50,000";"ampola";
"576765";"@brasil78543850847";"Água para injeção 4 mL; ampola x 100 ampolas";"Água para injeção 4 mL; ampola";"100,000";"ampola";
"576766";"@brasil94049192963";"Água para injeção 4 mL; ampola x 50 ampolas";"Água para injeção 4 mL; ampola";"50,000";"ampola";
"576767";"@brasil23836824255";"Água para injeção 5 mL; ampola x 1 ampola";"Água para injeção 5 mL; ampola";"1,000";"ampola";
"576768";"@brasil13303260254";"Água para injeção 5 mL; ampola x 100 ampolas";"Água para injeção 5 mL; ampola";"100,000";"ampola";
"576769";"@brasil17589096339";"Água para injeção 5 mL; ampola x 200 ampolas";"Água para injeção 5 mL; ampola";"200,000";"ampola";
"576770";"@brasil55867082154";"Água para injeção 5 mL; ampola x 25 ampolas";"Água para injeção 5 mL; ampola";"25,000";"ampola";
"576771";"@brasil52190766207";"Água para injeção 5 mL; ampola x 50 ampolas";"Água para injeção 5 mL; ampola";"50,000";"ampola";
"576772";"@brasil69288942877";"Água para injeção 50 mL; bolsa x 1 bolsa";"Água para injeção 50 mL; bolsa";"1,000";"bolsa";
"576773";"@brasil37741775292";"Água para injeção 50 mL; frasco-ampola x 70 frascos-ampola";"Água para injeção 50 mL; frasco-ampola";"70,000";"frasco-ampola";
"576786";"@brasil22766578522";"Água para injeção 500 mL; bolsa x 1 bolsa";"Água para injeção 500 mL; bolsa";"1,000";"bolsa";
"576787";"@brasil13466485560";"Água para injeção 500 mL; bolsa x 20 bolsas";"Água para injeção 500 mL; bolsa";"20,000";"bolsa";
"576788";"@brasil43334408579";"Água para injeção 500 mL; bolsa x 24 bolsas";"Água para injeção 500 mL; bolsa";"24,000";"bolsa";
"576789";"@brasil62280578978";"Água para injeção 500 mL; bolsa x 30 bolsas";"Água para injeção 500 mL; bolsa";"30,000";"bolsa";
"576790";"@brasil39478512058";"Água para injeção 500 mL; frasco-ampola x 1 frasco-ampola";"Água para injeção 500 mL; frasco-ampola";"1,000";"frasco-ampola";
"576791";"@brasil98947484612";"Água para injeção 500 mL; frasco-ampola x 20 frascos-ampola";"Água para injeção 500 mL; frasco-ampola";"20,000";"frasco-ampola";
"576792";"@brasil97162521525";"Água para injeção 500 mL; frasco-ampola x 24 frascos-ampola";"Água para injeção 500 mL; frasco-ampola";"24,000";"frasco-ampola";
"576793";"@brasil43041088805";"Água para irrigação 2 L x 1 frasco";"Água para irrigação 2 L; frasco-ampola";"1,000";"frasco";
"557778";"@brasil88943983272";"Alanilglutamina 10 g/50 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alanilglutamina 10 g/50 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557781";"@brasil93120166318";"Alanilglutamina 10 g/50 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Alanilglutamina 10 g/50 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"569612";"@brasil36547488705";"Alanilglutamina 20 g/100 mL solução para injeção; bolsa x 1 bolsa";"Alanilglutamina 20 g/100 mL solução para injeção; bolsa";"1,000";"bolsa";
"557780";"@brasil81277762911";"Alanilglutamina 20 g/100 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alanilglutamina 20 g/100 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557782";"@brasil51311988117";"Alanilglutamina 20 g/100 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Alanilglutamina 20 g/100 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"538960";"@brasil21253659862";"Albendazol 200 mg comprimido x 2 comprimidos";"Albendazol 200 mg comprimido";"2,000";"comprimido";
"557783";"@brasil78428158629";"Albendazol 40 mg/mL suspensão oral x 10 mL";"Albendazol 40 mg/mL suspensão oral";"10,000";"mL (Mililitro)";
"557784";"@brasil67677158415";"Albendazol 40 mg/mL suspensão oral x 2 L";"Albendazol 40 mg/mL suspensão oral";"2,000";"L (Litro)";
"557789";"@brasil24963819569";"Albendazol 40 mg/mL suspensão oral x 500 mL";"Albendazol 40 mg/mL suspensão oral";"500,000";"mL (Mililitro)";
"557785";"@brasil62857431757";"Albendazol 40 mg/mL suspensão oral x 600 mL";"Albendazol 40 mg/mL suspensão oral";"600,000";"mL (Mililitro)";
"538968";"@brasil61014915267";"Albendazol 400 mg comprimido mastigável x 1 comprimido";"Albendazol 400 mg comprimido mastigável";"1,000";"comprimido";
"538984";"@brasil37404253640";"Albendazol 400 mg comprimido mastigável x 100 comprimidos";"Albendazol 400 mg comprimido mastigável";"100,000";"comprimido";
"538985";"@brasil63293463115";"Albendazol 400 mg comprimido mastigável x 3 comprimidos";"Albendazol 400 mg comprimido mastigável";"3,000";"comprimido";
"538986";"@brasil31043962541";"Albendazol 400 mg comprimido mastigável x 5 comprimidos";"Albendazol 400 mg comprimido mastigável";"5,000";"comprimido";
"539031";"@brasil70302883500";"Albendazol 400 mg comprimido mastigável x 500 comprimidos";"Albendazol 400 mg comprimido mastigável";"500,000";"comprimido";
"538987";"@brasil88793600106";"Albendazol 400 mg comprimido mastigável x 80 comprimidos";"Albendazol 400 mg comprimido mastigável";"80,000";"comprimido";
"539023";"@brasil15792398878";"Albendazol 400 mg comprimido x 1 comprimido";"Albendazol 400 mg comprimido";"1,000";"comprimido";
"557786";"@brasil46113925231";"Albendazol 80 mg/mL suspensão oral x 15 mL";"Albendazol 80 mg/mL suspensão oral";"15,000";"mL (Mililitro)";
"557787";"@brasil26495656097";"Albumina Humana 200 mg/mL (20%) solução para injeção 10 mL; frasco-ampola x 1 frasco-ampola";"Albumina Humana 20% solução para injeção 10 mL; frasco-ampola";"1,000";"frasco-ampola";
"557788";"@brasil78002375606";"Albumina Humana 200 mg/mL (20%) solução para injeção 10 mL; frasco-ampola x 10 frascos-ampola";"Albumina Humana 20% solução para injeção 10 mL; frasco-ampola";"10,000";"frasco-ampola";
"557790";"@brasil31380784342";"Albumina Humana 200 mg/mL (20%) solução para injeção 10 mL; frasco-ampola x 100 frascos-ampola";"Albumina Humana 20% solução para injeção 10 mL; frasco-ampola";"100,000";"frasco-ampola";
"557793";"@brasil10048579274";"Albumina Humana 200 mg/mL (20%) solução para injeção 100 mL; frasco-ampola x 1 frasco-ampola";"Albumina Humana 20% solução para injeção 100 mL; frasco-ampola";"1,000";"frasco-ampola";
"557791";"@brasil95041048908";"Albumina Humana 200 mg/mL (20%) solução para injeção 100 mL; frasco-ampola x 10 frascos-ampola";"Albumina Humana 20% solução para injeção 100 mL; frasco-ampola";"10,000";"frasco-ampola";
"557792";"@brasil10571793101";"Albumina Humana 200 mg/mL (20%) solução para injeção 100 mL; frasco-ampola x 100 frascos-ampola";"Albumina Humana 20% solução para injeção 100 mL; frasco-ampola";"100,000";"frasco-ampola";
"557794";"@brasil36313492746";"Albumina Humana 200 mg/mL (20%) solução para injeção 50 mL; frasco-ampola x 1 frasco-ampola";"Albumina Humana 20% solução para injeção 50 mL; frasco-ampola";"1,000";"frasco-ampola";
"557795";"@brasil27049980678";"Albumina Humana 200 mg/mL (20%) solução para injeção 50 mL; frasco-ampola x 10 frascos-ampola";"Albumina Humana 20% solução para injeção 50 mL; frasco-ampola";"10,000";"frasco-ampola";
"557797";"@brasil22557943940";"Albumina Humana 200 mg/mL (20%) solução para injeção 50 mL; frasco-ampola x 100 frascos-ampola";"Albumina Humana 20% solução para injeção 50 mL; frasco-ampola";"100,000";"frasco-ampola";
"557796";"@brasil26760871839";"Albumina Humana 50 mg/mL (5%) solução para injeção 100 mL; frasco-ampola x 1 frasco-ampola";"Albumina Humana 5% solução para injeção 100 mL; frasco-ampola";"1,000";"frasco-ampola";
"557799";"@brasil17060072962";"Albumina Humana 50 mg/mL (5%) solução para injeção 250 mL; frasco-ampola x 1 frasco-ampola";"Albumina Humana 5% solução para injeção 250 mL; frasco-ampola";"1,000";"frasco-ampola";
"557798";"@brasil21366745245";"Albumina Humana 50 mg/mL (5%) solução para injeção 500 mL; frasco-ampola x 1 frasco-ampola";"Albumina Humana 5% solução para injeção 500 mL; frasco-ampola";"1,000";"frasco-ampola";
"557800";"@brasil95231395363";"Alcaftadina 2,5 mg/mL solução oftálmica x 3 mL";"Alcaftadina 2,5 mg/mL solução oftálmica";"3,000";"mL (Mililitro)";
"576794";"@brasil85609127613";"Álcool Polivinílico 14 mg/mL + Fenilefrina 1,2 mg/mL solução oftálmica x 15 mL";"Álcool Polivinílico 14 mg/mL + Fenilefrina 1,2 mg/mL solução oftálmica";"15,000";"mL (Mililitro)";
"576795";"@brasil78098887496";"Álcool Polivinílico 14 mg/mL + Povidona 6 mg/mL solução oftálmica x 12 mL";"Álcool Polivinílico 14 mg/mL + Povidona 6 mg/mL solução oftálmica";"12,000";"mL (Mililitro)";
"576796";"@brasil79440406430";"Álcool Polivinílico 14 mg/mL solução oftálmica x 15 mL";"Álcool Polivinílico 14 mg/mL solução oftálmica";"15,000";"mL (Mililitro)";
"570073";"@brasil64321267123";"Aldesleucina 18.000.000 unidades internacionais pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Aldesleucina 18.000.000 unidades internacionais pó para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557802";"@brasil27884917557";"Alentuzumabe 12 mg/1,2 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alentuzumabe 12 mg/1,2 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557804";"@brasil90312734264";"Alfa-Agalsidase 3,5 mg/3,5 mL solução para injeção frasco-ampola x 1 frasco-ampola";"Alfa-Agalsidase 3,5 mg/3,5 mL solução para injeção frasco-ampola";"1,000";"frasco-ampola";
"557803";"@brasil99394623919";"Alfa1antitripsina 1 g /50 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfa1antitripsina 1 g /50 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557806";"@brasil60432587839";"Alfa1antitripsina 1 g pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfa1antitripsina 1 g pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"539033";"@brasil51009087326";"Alfacalcidol 0,25 microgramas cápsula x 30 cápsulas";"Alfacalcidol 0,25 microgramas cápsula";"30,000";"cápsula";
"539032";"@brasil52477464852";"Alfacalcidol 1 micrograma cápsula x 30 cápsulas";"Alfacalcidol 1 micrograma cápsula";"30,000";"cápsula";
"557805";"@brasil10697216781";"Alfacorifolitropina 150 unidades internacionais (100 microgramas)/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfacorifolitropina 150 unidades internacionais (100 microgramas)/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557807";"@brasil93605486844";"Alfacorifolitropina 200 unidades internacionais (150 microgramas)/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfacorifolitropina 200 unidades internacionais (150 microgramas)/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557808";"@brasil49650050257";"Alfacoriogonadotropina 6.500 unidades internacionais (250 microgramas)/0,5 mL solução para injeção; dispositivo para injeção x 1 dispositivo";"Alfacoriogonadotropina 6.500 unidades internacionais (250 microgramas)/0,5 mL solução para injeção; dispositivo para injeção";"1,000";"dispositivo de injeção pré-carregado";
"557809";"@brasil41238936726";"Alfacoriogonadotropina 6.500 unidades internacionais (250 microgramas)/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfacoriogonadotropina 6.500 unidades internacionais (250 microgramas)/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557813";"@brasil14335253734";"Alfadarbepoetina 10 microgramas/0,4 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 10 microgramas/0,4 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557810";"@brasil45985656185";"Alfadarbepoetina 10 microgramas/0,4 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 10 microgramas/0,4 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557811";"@brasil87674178934";"Alfadarbepoetina 100 microgramas/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 100 microgramas/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557812";"@brasil37433935095";"Alfadarbepoetina 100 microgramas/0,5 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 100 microgramas/0,5 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557815";"@brasil28671618305";"Alfadarbepoetina 150 microgramas/0,3 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 150 microgramas/0,3 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557814";"@brasil97560936756";"Alfadarbepoetina 150 microgramas/0,3 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 150 microgramas/0,3 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557844";"@brasil96489272854";"Alfadarbepoetina 20 microgramas/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 20 microgramas/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557816";"@brasil10175655995";"Alfadarbepoetina 20 microgramas/0,5 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 20 microgramas/0,5 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557817";"@brasil68840137402";"Alfadarbepoetina 30 microgramas/0,3 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 30 microgramas/0,3 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557818";"@brasil71423464194";"Alfadarbepoetina 30 microgramas/0,3 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 30 microgramas/0,3 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"570062";"@brasil47084577242";"Alfadarbepoetina 300 microgramas/0,6 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 300 microgramas/0,6 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"570063";"@brasil53737828016";"Alfadarbepoetina 300 microgramas/0,6 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 300 microgramas/0,6 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557819";"@brasil17131147323";"Alfadarbepoetina 40 microgramas/0,4 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 40 microgramas/0,4 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557820";"@brasil80626330823";"Alfadarbepoetina 40 microgramas/0,4 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 40 microgramas/0,4 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557821";"@brasil15103061656";"Alfadarbepoetina 50 microgramas/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 50 microgramas/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557822";"@brasil21650675466";"Alfadarbepoetina 50 microgramas/0,5 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 50 microgramas/0,5 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557823";"@brasil65057519054";"Alfadarbepoetina 500 microgramas/1 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 500 microgramas/1 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557824";"@brasil54342125993";"Alfadarbepoetina 500 microgramas/1 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 500 microgramas/1 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557825";"@brasil74862954549";"Alfadarbepoetina 60 microgramas/0,3 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 60 microgramas/0,3 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557826";"@brasil27249215173";"Alfadarbepoetina 60 microgramas/0,3 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 60 microgramas/0,3 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557827";"@brasil93151930146";"Alfadarbepoetina 80 microgramas/0,4 mL solução para injeção; seringa preenchida x 1 seringa";"Alfadarbepoetina 80 microgramas/0,4 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557828";"@brasil89112447827";"Alfadarbepoetina 80 microgramas/0,4 mL solução para injeção; seringa preenchida x 4 seringas";"Alfadarbepoetina 80 microgramas/0,4 mL solução para injeção; seringa preenchida";"4,000";"seringa";
"557829";"@brasil45521636593";"Alfadornase 1 mg/mL solução para inalação 2,5 mL; ampola x 6 ampolas";"Alfadornase 1 mg/mL solução para inalação 2,5 mL; ampola";"6,000";"ampola";
"557830";"@brasil57630501806";"Alfaeftrenonacogue 1.000 unidades internacionais pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaeftrenonacogue 1.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557831";"@brasil24416239248";"Alfaeftrenonacogue 2.000 unidades internacionais pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaeftrenonacogue 2.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557832";"@brasil34518549524";"Alfaeftrenonacogue 250 unidades internacionais pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaeftrenonacogue 250 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557833";"@brasil84988382660";"Alfaeftrenonacogue 3.000 unidades internacionais pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaeftrenonacogue 3.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557834";"@brasil47374326472";"Alfaeftrenonacogue 500 unidades internacionais pó para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaeftrenonacogue 500 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557835";"@brasil95265763167";"Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557836";"@brasil78264980460";"Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida x 12 seringas";"Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida";"12,000";"seringa";
"557837";"@brasil60873939404";"Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida x 6 seringas";"Alfaepoetina 1.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida";"6,000";"seringa";
"557840";"@brasil67621218294";"Alfaepoetina 1.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 1.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557838";"@brasil23864570483";"Alfaepoetina 1.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 12 frascos-ampola";"Alfaepoetina 1.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"12,000";"frasco-ampola";
"557839";"@brasil95650306657";"Alfaepoetina 10.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 10.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557841";"@brasil85932511237";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557842";"@brasil64071446796";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"557843";"@brasil79074962901";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 12 frascos-ampola";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"12,000";"frasco-ampola";
"557845";"@brasil19007443463";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 20 frascos-ampola";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"20,000";"frasco-ampola";
"557853";"@brasil70585998426";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; seringa preenchida x 1 seringa";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557846";"@brasil67332656633";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; seringa preenchida x 12 seringas";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; seringa preenchida";"12,000";"seringa";
"557847";"@brasil35266197686";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; seringa preenchida x 6 seringas";"Alfaepoetina 10.000 unidades internacionais/1 mL solução para injeção; seringa preenchida";"6,000";"seringa";
"570065";"@brasil34768273651";"Alfaepoetina 2.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 2.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557848";"@brasil21706408326";"Alfaepoetina 2.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida x 1 seringa";"Alfaepoetina 2.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557849";"@brasil21045006872";"Alfaepoetina 2.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida x 12 seringas";"Alfaepoetina 2.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida";"12,000";"seringa";
"557850";"@brasil16444075920";"Alfaepoetina 2.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida x 6 seringas";"Alfaepoetina 2.000 unidades internacionais/0,5 mL solução para injeção; seringa preenchida";"6,000";"seringa";
"557851";"@brasil58037670624";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557852";"@brasil85445446200";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 10 frascos-ampola";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"10,000";"frasco-ampola";
"557854";"@brasil21121083517";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 12 frascos-ampola";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"12,000";"frasco-ampola";
"557856";"@brasil82106080039";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 20 frascos-ampola";"Alfaepoetina 2.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"20,000";"frasco-ampola";
"570066";"@brasil17507583479";"Alfaepoetina 3.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 3.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557855";"@brasil11080335910";"Alfaepoetina 3.000 unidades internacionais/0,3 mL solução para injeção; seringa preenchida x 1 seringa";"Alfaepoetina 3.000 unidades internacionais/0,3 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"557857";"@brasil49418763299";"Alfaepoetina 3.000 unidades internacionais/0,3 mL solução para injeção; seringa preenchida x 12 seringas";"Alfaepoetina 3.000 unidades internacionais/0,3 mL solução para injeção; seringa preenchida";"12,000";"seringa";
"557860";"@brasil25847603103";"Alfaepoetina 3.000 unidades internacionais/0,3 mL solução para injeção; seringa preenchida x 6 seringas";"Alfaepoetina 3.000 unidades internacionais/0,3 mL solução para injeção; seringa preenchida";"6,000";"seringa";
"557858";"@brasil54532316651";"Alfaepoetina 3.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 3.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557859";"@brasil59134871124";"Alfaepoetina 3.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 12 frascos-ampola";"Alfaepoetina 3.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"12,000";"frasco-ampola";
"557861";"@brasil39883476728";"Alfaepoetina 3.000 unidades internacionais/1 mL solução para injeção; frasco-ampola x 20 frascos-ampola";"Alfaepoetina 3.000 unidades internacionais/1 mL solução para injeção; frasco-ampola";"20,000";"frasco-ampola";
"570067";"@brasil22977449539";"Alfaepoetina 30.000 unidades internacionais/0,75 mL solução para injeção; seringa preenchida x 1 seringa";"Alfaepoetina 30.000 unidades internacionais/0,75 mL solução para injeção; seringa preenchida";"1,000";"seringa";
"570068";"@brasil29802392189";"Alfaepoetina 30.000 unidades internacionais/0,75 mL solução para injeção; seringa preenchida x 12 seringas";"Alfaepoetina 30.000 unidades internacionais/0,75 mL solução para injeção; seringa preenchida";"12,000";"seringa";
"570069";"@brasil63805688896";"Alfaepoetina 4.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola x 1 frasco-ampola";"Alfaepoetina 4.000 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"1,000";"frasco-ampola";
"557862";"@brasil72741741430";"Alfaepoetina 4.000 unidades internacionais/0,4 mL solução para injeção; seringa preenchida x 1 seringa";;"1,000";"seringa";
"557864";"@brasil55092757122";"Alfaepoetina 4.000 unidades internacionais/0,4 mL solução para injeção; seringa preenchida x 12 seringas";;"12,000";"seringa";
"557863";"@brasil31680457172";"Alfaepoetina 4.000 unidades internacionais/0,4 mL solução para injeção; seringa preenchida x 6 seringas";;"6,000";"seringa";
