id_vmp;codigo_obm;nome_vmp;vtm_cod_nome;anvs_cod_nome;snomed;atc_cod_nome;atc_cod_nome;indicador_dose_un;qtd_dose_un;unidade_medida_dose_un;status_prescricao;base_denominacao;vias_adm;formas;ingredientes;catmats;cat_control_esp;ont_form_via;;;;;;;;;;;
58163;@brasil18856458810;Cidofovir 375 mg/5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
253331;@brasil15624681007;Cilazapril 1 mg comprimido;11366 - Cilazapril;2490 - Anti-hipertensivos;318916009;2490 - cilazapril;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;253334 - Oral;253333 - Comprimido;253336 - cilazapril - 1.000 - mg (Miligrama);253332 - BR0309432;253337 - Sem Status de Controle Especial;253335 - comprimido.oral;;;;;;;;;;;
253357;@brasil15552442934;Cilazapril 2;5 mg comprimido;11366 - Cilazapril;2490 - Anti-hipertensivos;318917000;2490 - cilazapril;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;253360 - Oral;253359 - Comprimido;253362 - cilazapril - 2.000 - mg (Miligrama);253358 - BR0309433;253363 - Sem Status de Controle Especial;253361 - comprimido.oral;;;;;;;;;;
401386;@brasil15477172605;Cilazapril 5 mg + Hidroclorotiazida 12;5 mg comprimido;288761 - Cilazapril + Hidroclorotiazida;2508 - Anti-hipertensivos - Associações medicamentosas;;2508 - cilazapril e diuréticos;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;401388 - Oral;401387 - Comprimido;401390 - hidroclorotiazida - 12.000 - mg (Miligrama);401391 - cilazapril monoidratado - 5.000 - mg (Miligrama);;401392 - Sem Status de Controle Especial;401389 - comprimido.oral;;;;;;;;;
253384;@brasil12346241000;Cilazapril 5 mg comprimido;11366 - Cilazapril;2490 - Anti-hipertensivos;318923005;2490 - cilazapril;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;253387 - Oral;253386 - Comprimido;253389 - cilazapril - 5.000 - mg (Miligrama);253385 - BR0309434;253390 - Sem Status de Controle Especial;253388 - comprimido.oral;;;;;;;;;;;
257005;@brasil14769557903;Cilostazol 100 mg comprimido;11367 - Cilostazol;1663 - Antitrombótico;375252000;1663 - cilostazol;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;257008 - Oral;257007 - Comprimido;257010 - cilostazol - 100.000 - mg (Miligrama);257006 - BR0276378;257011 - Sem Status de Controle Especial;257009 - comprimido.oral;;;;;;;;;;;
257012;@brasil17490390414;Cilostazol 50 mg comprimido;11367 - Cilostazol;1663 - Antitrombótico;375254004;1663 - cilostazol;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;257015 - Oral;257014 - Comprimido;257017 - cilostazol - 50.000 - mg (Miligrama);257013 - BR0276377;257018 - Sem Status de Controle Especial;257016 - comprimido.oral;;;;;;;;;;;
254494;@brasil19753884791;Cimetidina 200 mg comprimido;11368 - Cimetidina;991 - Antiácidos e antiulcerosos simples;317222006;991 - cimetidina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;254497 - Oral;254496 - Comprimido;254499 - cimetidina - 200.000 - mg (Miligrama);254495 - BR0267627;254500 - Sem Status de Controle Especial;254498 - comprimido.oral;;;;;;;;;;;
417940;@brasil17915150482;Cimetidina 300 mg/2 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
254587;@brasil18947832702;Cimetidina 400 mg comprimido;11368 - Cimetidina;991 - Antiácidos e antiulcerosos simples;317223001;991 - cimetidina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;254590 - Oral;254589 - Comprimido;254592 - cimetidina - 400.000 - mg (Miligrama);254588 - BR0354314;254593 - Sem Status de Controle Especial;254591 - comprimido.oral;;;;;;;;;;;
345433;@brasil17863103538;Cinacalcete 30 mg comprimido;11370 - Cinacalcete;3497 - Antiparatireoidiano;409393009;3497 - cinacalcete;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;345436 - Oral;345435 - Comprimido;345438 - cloridrato de cinacalcete - 30.000 - mg (Miligrama);345434 - BR0304788;345439 - Sem Status de Controle Especial;345437 - comprimido.oral;;;;;;;;;;;
345468;@brasil16972221494;Cinacalcete 60 mg comprimido;11370 - Cinacalcete;3497 - Antiparatireoidiano;409394003;3497 - cinacalcete;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;345471 - Oral;345470 - Comprimido;345473 - cloridrato de cinacalcete - 60.000 - mg (Miligrama);345469 - BR0304790;345474 - Sem Status de Controle Especial;345472 - comprimido.oral;;;;;;;;;;;
766060;@brasil17674934441;Cinacalcete 90 mg comprimido;11370 - Cinacalcete;3497 - Antiparatireoidiano;;3497 - cinacalcete;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;766062 - Oral;766061 - Comprimido;766064 - cloridrato de cinacalcete - 90.000 - mg (Miligrama);;766065 - Sem Status de Controle Especial;766063 - comprimido.oral;;;;;;;;;;;
254991;@brasil11702411240;Cinarizina 25 mg comprimido;11371 - Cinarizina;5235 - Vasodilatadores;;5235 - cinarizina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;254994 - Oral;254993 - Comprimido;254996 - cinarizina - 25.000 - mg (Miligrama);254992 - BR0267628;254997 - Sem Status de Controle Especial;254995 - comprimido.oral;;;;;;;;;;;
255019;@brasil10739240292;Cinarizina 75 mg comprimido;11371 - Cinarizina;5235 - Vasodilatadores;;5235 - cinarizina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;255022 - Oral;255021 - Comprimido;255024 - cinarizina - 75.000 - mg (Miligrama);255020 - BR0267629;255025 - Sem Status de Controle Especial;255023 - comprimido.oral;;;;;;;;;;;
417990;@brasil16479030544;Cipionato de Testosterona 200 mg/2 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
68819;@brasil12525867513;Ciproeptadina 0;8 mg/mL + Cobamamida 0;2 mg/mL xarope;65365 - Ciproeptadina + Cobamamida;5777 - Estimulantes do apetite;;5777 - ciproeptadina;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;68822 - Via de administração não aplicável;68821 - Não aplicável;;68820 - BR0407039;68824 - Sem Status de Controle Especial;68823 - Não aplicável;;;;;;;;;
404954;@brasil16959204399;Ciproeptadina 0;8 mg/mL + Tiamina 0;12 mg/mL + Riboflavina 0;15 mg/mL + Piridoxina 0;134 mg/mL + Nicotinamida 1;334 mg/mL + Ácido Ascórbico 4;334 mg/mL xarope;11912 - Não existe ainda nenhuma associação de VTM para este VMP;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;404956 - Oral;404955 - Xarope;404958 - riboflavina - 0.000 - mg (Miligrama);404959 - piridoxina - 0.000 - mg (Miligrama);404960 - cloridrato de ciproeptadina - 0.000 - mg (Miligrama);404961 - cloridrato de tiamina - 0.000 - mg (Miligrama);404962 - nicotinamida - 1.000 - mg (Miligrama);404963 - ácido ascórbico - 4.000 - mg (Miligrama);;404964 - Sem Status de Controle Especial;404957 - solução.oral
402114;@brasil10686922398;Ciproeptadina 0;8 mg/mL xarope e Cobamamida 20 mg pó para solução oral;11912 - Não existe ainda nenhuma associação de VTM para este VMP;;;;;Não aplicável;;;Produto disponível para prescrição;Produto disponível para prescrição;402116 - Via de administração não aplicável;402115 - Não aplicável;;;402118 - Sem Status de Controle Especial;402117 - Não aplicável;;;;;;;;;;
401407;@brasil11027135783;Ciproeptadina 4 mg + Cobamamida 1 mg comprimido;65365 - Ciproeptadina + Cobamamida;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;401409 - Oral;401408 - Comprimido;401411 - cobamamida - 1.000 - mg (Miligrama);401412 - cloridrato de ciproeptadina - 4.000 - mg (Miligrama);;401413 - Sem Status de Controle Especial;401410 - comprimido.oral;;;;;;;;;;
272113;@brasil16502201393;Ciprofibrato 100 mg comprimido;11372 - Ciprofibrato;2573 - Antilipêmicos;320018007;2573 - ciprofibrato;543 - Especializado;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;272117 - Oral;272116 - Comprimido;272122 - ciprofibrato - 100.000 - mg (Miligrama);272114 - BR0308738E;272115 - BR0308738;272123 - Sem Status de Controle Especial;272118 - comprimido.oral;;;;;;;;;;
688270;@brasil11217799438;Ciprofloxacino 1 g comprimido de liberação prolongada;11373 - Ciprofloxacino;3711 - Antibióticos sistêmicos simples;;3711 - ciprofloxacino;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;688272 - Oral;688271 - Comprimido de liberação prolongada;688274 - ciprofloxacino - 1.000 - g (Grama);;688275 - Antimicrobianos;688273 - comprimido de liberação prolongada.oral;;;;;;;;;;;
409714;@brasil11585695017;Ciprofloxacino 2 mg/mL + Hidrocortisona 10 mg/mL suspensão otológica;42815 - Ciprofloxacino + Hidrocortisona;6105 - Antiinfecciosos tópicos - Associações medicamentosas;;6105 - hidrocortisona e antiinfecciosos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;409717 - Otológica;409716 - Suspensão otológica;409719 - cloridrato de ciprofloxacino - 2.000 - mg (Miligrama);409720 - hidrocortisona - 10.000 - mg (Miligrama);409715 - BR0393327;409721 - Antimicrobianos;409718 - suspensão.otológica;;;;;;;;;;
563537;@brasil11335719404;Ciprofloxacino 200 mg/100 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
688285;@brasil11887635980;Ciprofloxacino 200 mg/100 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
249923;@brasil11287207817;Ciprofloxacino 250 mg comprimido;11373 - Ciprofloxacino;3711 - Antibióticos sistêmicos simples;324607004;3711 - ciprofloxacino;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;249926 - Oral;249925 - Comprimido;249931 - cloridrato de ciprofloxacino - 250.000 - mg (Miligrama);249924 - BR0267631;249932 - Antimicrobianos;249927 - comprimido.oral;;;;;;;;;;;
343681;@brasil10415172781;Ciprofloxacino 3 mg/g + Dexametasona 1 mg/g pomada oftálmica;42814 - Ciprofloxacino + Dexametasona;5925 - Antiinfecciosos tópicos para uso oftálmico;;5925 - dexametasona e antiinfecciosos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;343684 - Oftálmica;343683 - Pomada oftálmica;343686 - cloridrato de ciprofloxacino - 3.000 - mg (Miligrama);343687 - dexametasona - 1.000 - mg (Miligrama);343682 - BR0327794;343688 - Antimicrobianos;343685 - pomada.oftálmica;;;;;;;;;;
343786;@brasil18973715097;Ciprofloxacino 3 mg/g pomada oftálmica;11373 - Ciprofloxacino;6125 - Antiinfecciosos tópicos para uso oftálmico;;6125 - ciprofloxacino;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;343789 - Oftálmica;343788 - Pomada oftálmica;343791 - cloridrato de ciprofloxacino - 3.000 - mg (Miligrama);343787 - BR0268432;343792 - Antimicrobianos;343790 - pomada.oftálmica;;;;;;;;;;;
340486;@brasil19814624840;Ciprofloxacino 3 mg/mL + Dexametasona 1 mg/mL solução oftálmica;42814 - Ciprofloxacino + Dexametasona;5925 - Antiinfecciosos tópicos para uso oftálmico;;5925 - dexametasona e antiinfecciosos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;340489 - Oftálmica;340488 - Solução oftálmica;340491 - cloridrato de ciprofloxacino - 3.000 - mg (Miligrama);340492 - dexametasona - 1.000 - mg (Miligrama);340487 - BR0284102;340493 - Antimicrobianos;340490 - solução em gotas.oftálmica;;;;;;;;;;
790740;@brasil11141112921;Ciprofloxacino 3 mg/mL + Dexametasona 1 mg/mL suspensão oftálmica;42814 - Ciprofloxacino + Dexametasona;5925 - Antiinfecciosos tópicos para uso oftálmico;;5925 - dexametasona e antiinfecciosos;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;790742 - Oftálmica;790741 - suspensão oftálmica;790744 - cloridrato de ciprofloxacino - 3.000 - mg (Miligrama);790745 - dexametasona - 1.000 - mg (Miligrama);;790746 - Antimicrobianos;790743 - suspensão.oftálmica;;;;;;;;;;
340957;@brasil14859605797;Ciprofloxacino 3 mg/mL solução oftálmica;11373 - Ciprofloxacino;6125 - Antiinfecciosos tópicos para uso oftálmico;330418005;6125 - ciprofloxacino;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;340960 - Oftálmica;340959 - Solução oftálmica;340962 - cloridrato de ciprofloxacino - 3.000 - mg (Miligrama);340958 - BR0331158;340963 - Antimicrobianos;340961 - solução em gotas.oftálmica;;;;;;;;;;;
546396;@brasil16024795094;Ciprofloxacino 3 mg/mL solução otológica;11373 - Ciprofloxacino;6125 - Medicamentos com ação no aparelho auditivo;;6125 - ciprofloxacino;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;546398 - Otológica;546397 - Solução otológica;546400 - cloridrato de ciprofloxacino - 3.000 - mg (Miligrama);;546401 - Antimicrobianos;546399 - solução.otológica;;;;;;;;;;;
563549;@brasil16461451113;Ciprofloxacino 400 mg/200 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
688292;@brasil15784781895;Ciprofloxacino 400 mg/200 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
539620;@brasil17361423499;Ciprofloxacino 5 mg/mL solução otológica;11373 - Ciprofloxacino;6125 - Medicamentos com ação no aparelho auditivo;;6125 - ciprofloxacino;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;539622 - Otológica;539621 - Solução otológica;539624 - cloridrato de ciprofloxacino - 5.000 - mg (Miligrama);;539625 - Antimicrobianos;539623 - solução em gotas.otológica;;;;;;;;;;;
249943;@brasil15433227292;Ciprofloxacino 500 mg comprimido;11373 - Ciprofloxacino;3711 - Antibióticos sistêmicos simples;324606008;3711 - ciprofloxacino;542 - Básico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;249946 - Oral;249945 - Comprimido;249951 - cloridrato de ciprofloxacino - 500.000 - mg (Miligrama);249944 - BR0267632;249952 - Antimicrobianos;249947 - comprimido.oral;;;;;;;;;;;
688324;@brasil13261001847;Ciprofloxacino 500 mg comprimido de liberação prolongada;11373 - Ciprofloxacino;3711 - Antibióticos sistêmicos simples;;3711 - ciprofloxacino;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;688326 - Oral;688325 - Comprimido de liberação prolongada;688328 - ciprofloxacino - 500.000 - mg (Miligrama);;688329 - Antimicrobianos;688327 - comprimido de liberação prolongada.oral;;;;;;;;;;;
250058;@brasil18695629720;Ciproterona 100 mg comprimido;11374 - Ciproterona;3321 - Progestagenos simples;327310007;3321 - ciproterona;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;250061 - Oral;250060 - Comprimido;250063 - acetato de ciproterona - 100.000 - mg (Miligrama);250059 - BR0331980;250064 - Sem Status de Controle Especial;250062 - comprimido.oral;;;;;;;;;;;
325454;@brasil11527965246;Ciproterona 2 mg + Etinilestradiol 0;035 mg comprimido;42816 - Ciproterona + Etinilestradiol;3323 - Estrógenos - Associados a outros fármacos exclusive andrógenos.;;3323 - ciproterona e estrógeno;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;325457 - Oral;325456 - Comprimido;325459 - acetato de ciproterona - 2.000 - mg (Miligrama);325460 - etinilestradiol - 0.000 - mg (Miligrama);325455 - BR0271110;325461 - Sem Status de Controle Especial;325458 - comprimido.oral;;;;;;;;;
250076;@brasil19722961455;Ciproterona 50 mg comprimido;11374 - Ciproterona;3321 - Progestagenos simples;327311006;3321 - ciproterona;543 - Especializado;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;250080 - Oral;250079 - Comprimido;250085 - acetato de ciproterona - 50.000 - mg (Miligrama);250077 - BR0268077;250078 - BR0268077E;250086 - Sem Status de Controle Especial;250081 - comprimido.oral;;;;;;;;;;
58309;@brasil18886960741;Cisplatina 10 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470643;@brasil11085851620;Cisplatina 10 mg/10 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470662;@brasil16425509326;Cisplatina 10 mg/20 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
58341;@brasil16222381530;Cisplatina 100 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470685;@brasil18869992081;Cisplatina 100 mg/100 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
58347;@brasil18219707520;Cisplatina 50 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470706;@brasil15073432739;Cisplatina 50 mg/50 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
249967;@brasil17464575726;Citalopram 20 mg comprimido;11375 - Citalopram;5113 - Antidepressivos;321987003;5113 - citalopram;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;249970 - Oral;249969 - Comprimido;249972 - bromidrato de citalopram - 20.000 - mg (Miligrama);249968 - BR0272903;249973 - Lista C1 (Substâncias Sujeitas à Controle Especial);249971 - comprimido.oral;;;;;;;;;;;
249981;@brasil19523902970;Citalopram 40 mg comprimido;11375 - Citalopram;5113 - Antidepressivos;321991008;5113 - citalopram;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;249984 - Oral;249983 - Comprimido;249986 - bromidrato de citalopram - 40.000 - mg (Miligrama);249982 - BR0318945;249987 - Lista C1 (Substâncias Sujeitas à Controle Especial);249985 - comprimido.oral;;;;;;;;;;;
470730;@brasil18757187758;Citarabina 1 g/10 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
570909;@brasil18979736256;Citarabina 100 mg pó e diluente para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470741;@brasil18565640884;Citarabina 100 mg/1 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470780;@brasil16556641454;Citarabina 100 mg/5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
58482;@brasil16014047231;Citarabina 2 g/20 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
58464;@brasil15797503128;Citarabina 500 mg pó para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470853;@brasil17086284929;Citarabina 500 mg/10 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
570923;@brasil18691877961;Citarabina 500 mg/25 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
470871;@brasil15761500591;Citarabina 500 mg/5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
68845;@brasil18515679963;Citicolina 500 mg comprimido;11376 - Citicolina;;;5175 - citicolina;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;68848 - Via de administração não aplicável;68847 - Não aplicável;;68846 - BR0272005;68850 - Sem Status de Controle Especial;68849 - Não aplicável;;;;;;;;;;;
334912;@brasil15615370994;Citidina 2;5 mg + Uridina 1;5 mg + Hidroxocobalamina 1 mg cápsula;42820 - Hidroxocobalamina + Citidina + Uridina;1789 - Outros antianêmicos;;1789 - hidroxocobalamina; associações contendo;;Discreto;1;cápsula;Produto disponível para prescrição;Produto disponível para prescrição;334915 - Oral;334914 - Cápsula;334917 - acetato de hidroxocobalamina - 1.000 - mg (Miligrama);334918 - fosfato dissódico de citidina - 2.000 - mg (Miligrama);334919 - trifosfato trissódico de uridina - 1.000 - mg (Miligrama);334913 - BR0273830;334920 - Sem Status de Controle Especial;334916 - cápsula.oral;;;;;;
481076;@brasil19222116234;Citidina 5 mg + Uridina 3 mg + Hidroxocobalamina 2 mg pó e diluente para solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
68838;@brasil11953088082;Citrato de Cálcio (Cálcio 250  mg) + Colecalciferol 2;5 micrograma comprimido;11377 - Citrato de Cálcio + Colecalciferol;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;68841 - Não disponível;68840 - Não disponível;68843 - não disponível - 0.000 - desconhecido;68839 - BR0433023;68844 - Sem Status de Controle Especial;68842 - Desconhecido;;;;;;;;;;
409980;@brasil18855552893;Citrato de Cálcio 2.370 mg (Cálcio 500 mg) + Colecalciferol 200 unidades internacionais pó para suspensão oral;11377 - Citrato de Cálcio + Colecalciferol;;;;;Discreto;1;envelope;Produto disponível para prescrição;Produto disponível para prescrição;409983 - Oral;409982 - Pó para suspensão oral;409985 - colecalciferol - 200.000 - UI (Unidade Internacional);409986 - citrato de cálcio - 500.000 - mg (Miligrama);409981 - BR0357071;409987 - Sem Status de Controle Especial;409984 - suspensão.oral;;;;;;;;;;
401465;@brasil15244819525;Citrato de Cálcio 952;7 mg + Colecalciferol 200 unidades internacionais comprimido;11377 - Citrato de Cálcio + Colecalciferol;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;401467 - Oral;401466 - Comprimido;401469 - citrato de cálcio - 952.000 - UI (Unidade Internacional);401470 - colecalciferol - 200.000 - UI (Unidade Internacional);;401471 - Sem Status de Controle Especial;401468 - comprimido.oral;;;;;;;;;
404886;@brasil18556917502;Citrato de Colina 100 mg/mL + Betaína 50 mg/mL + Racemetionina 10 mg/mL solução oral;288774 - Colina + Betaína + Racemetionina;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;404888 - Oral;404887 - Solução oral;404890 - racemetionina - 10.000 - mg (Miligrama);404891 - citrato de colina - 100.000 - mg (Miligrama);404892 - betaína - 50.000 - mg (Miligrama);;404893 - Sem Status de Controle Especial;404889 - solução.oral;;;;;;;;;
413722;@brasil10210039614;Citrato de Colina 20 mg + Racemetionina 100 mg comprimido;412571 - Citrato de Colina + Raceometionina;;;;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;413724 - Oral;413723 - Comprimido;413726 - racemetionina - 100.000 - mg (Miligrama);413727 - cloreto de colina - 20.000 - mg (Miligrama);;413728 - Sem Status de Controle Especial;413725 - comprimido.oral;;;;;;;;;;
402127;@brasil11804018430;Citrato de Colina 50 mg/mL + Metionina 10 mg/mL solução oral;288777 - Colina + Metionina;;;;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;402129 - Oral;402128 - Solução oral;402131 - metionina (11 c) - 10.000 - mg (Miligrama);402132 - citrato de colina - 50.000 - mg (Miligrama);;402133 - Sem Status de Controle Especial;402130 - solução.oral;;;;;;;;;;
68851;@brasil16719135879;Citrato de Dietilcarbamazina 50 mg comprimido;11436 - Dietilcarbamazina;;;5359 - dietilcarbamazina;544 - Estratégico;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;68854 - Via de administração não aplicável;68853 - Não aplicável;;68852 - BR0272489;68859 - Sem Status de Controle Especial;68855 - Não aplicável;;;;;;;;;;;
334666;@brasil14321078660;Citrato de Potássio 1.080 mg (10 mEq) comprimido de liberação prolongada;11378 - Citrato de Potássio;1535 - Outros produtos com ação no trato urinário;376984006;1535 - citrato de potássio;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;334669 - Oral;334668 - Comprimido de liberação prolongada;334671 - citrato de potássio monoidratado - 1080.000 - mg (Miligrama);334667 - BR0305450;334672 - Sem Status de Controle Especial;334670 - comprimido de liberação prolongada.oral;;;;;;;;;;;
413884;@brasil19627099705;Citrato de Potássio 2;16 mg/mL + Citrato de Sódio 0;94 mg/mL + Cloreto de Sódio 2;07 mg/mL + Gliconato de Zinco 0;06 mg/mL + Glicose 25 mg/mL solução oral;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2343 - Reidratantes orais;;2343 - glicose; associações;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;413886 - Oral;413885 - Solução oral;413888 - citrato de sódio di-hidratado - 0.000 - mg (Miligrama);413889 - glicose monoidratada - 25.000 - mg (Miligrama);413890 - gliconato de zinco - 0.000 - mg (Miligrama);413891 - citrato de potássio monoidratado - 2.000 - mg (Miligrama);413892 - cloreto de sódio - 2.000 - mg (Miligrama);;413893 - Sem Status de Controle Especial;413887 - solução.oral;;
405315;@brasil11745909564;Citrato de Potássio 2;16 mg/mL + Citrato de Sódio 0;98 mg/mL + Cloreto de Sódio 4;68 mg/mL + Glicose 20 mg/mL solução oral;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2343 - Reidratantes orais;;2343 - glicose; associações;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;405317 - Oral;405316 - Solução oral;405319 - citrato de potássio monoidratado - 2.000 - mg (Miligrama);405320 - glicose - 20.000 - mg (Miligrama);405321 - citrato de sódio di-hidratado - 0.000 - mg (Miligrama);405322 - cloreto de sódio - 4.000 - mg (Miligrama);;405323 - Sem Status de Controle Especial;405318 - solução.oral;;;;
405430;@brasil18164109435;Citrato de Potássio 2;16 mg/mL + Cloreto de Sódio 2;05 mg/mL + Citrato de Sódio 0;98 mg/mL + Glicose 22;75 mg/mL solução oral;11912 - Não existe ainda nenhuma associação de VTM para este VMP;2343 - Reidratantes orais;;2343 - glicose; associações;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;405432 - Oral;405431 - Solução oral;405434 - glicose - 22.000 - mg (Miligrama);405435 - citrato de potássio monoidratado - 2.000 - mg (Miligrama);405436 - cloreto de sódio - 2.000 - mg (Miligrama);405437 - citrato de sódio di-hidratado - 0.000 - mg (Miligrama);;405438 - Sem Status de Controle Especial;405433 - solução.oral;;;
571083;@brasil14268521026;Citrato de Potássio 21;60 mg/mL + Cloreto de Sódio 46;80 mg/mL + Citrato de Sódio 9;80 mg/mL + Glicose 200 mg/mL solução oral;11912 - Não existe ainda nenhuma associação de VTM para este VMP;1838 - Reidratantes orais;;1838 - citrato de sódio;;Discreto;25;flaconete;Produto disponível para prescrição;Produto disponível para prescrição;571085 - Oral;571084 - Solução oral;571087 - citrato de sódio di-hidratado - 9.000 - mg (Miligrama);571088 - cloreto de sódio - 46.000 - mg (Miligrama);571089 - citrato de potássio monoidratado - 21.000 - mg (Miligrama);571090 - glicose - 200.000 - mg (Miligrama);;571091 - Sem Status de Controle Especial;571086 - solução.oral;;;;;
334680;@brasil14250379654;Citrato de Potássio 540 mg (5 mEq) comprimido de liberação prolongada;11378 - Citrato de Potássio;1535 - Outros produtos com ação no trato urinário;2;3,61E+19;1535 - citrato de potássio;;Discreto;1;comprimido;Produto disponível para prescrição;Produto disponível para prescrição;334683 - Oral;334682 - Comprimido de liberação prolongada;334685 - citrato de potássio monoidratado - 540.000 - mg (Miligrama);334681 - BR0305449;334686 - Sem Status de Controle Especial;334684 - comprimido de liberação prolongada.oral;;;;;;;;;;
620414;@brasil16973670288;Citrato Férrico Amoniacal 8;5 mg/mL solução oral;503055 - Citrato Férrico Amoniacal;6354 - Antianêmicos ;;6354 - citrato férrico amoniacal;;Contínuo;;;Produto disponível para prescrição;Produto disponível para prescrição;620416 - Oral;620415 - Solução oral;620418 - citrato férrico amoniacal - 8.000 - mg (Miligrama);;620419 - Sem Status de Controle Especial;620417 - solução.oral;;;;;;;;;;
58586;@brasil12542920914;Cladribina 10 mg/10 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
58592;@brasil15757185587;Cladribina 5 mg/5 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
481084;@brasil11993217701;Cladribina 8 mg/8 mL solução para injeção;;;;;;;;;;;;;;;;;;;;;;;;;;;
