id_ampp	codigo_obm	nome_ampp	vmpp_nome	amp_nome	tarja	numero_registro_sanitario	data_registro	uso_hospitalar	uso_farmacia_pop	codigo_barras1	codigo_barras2	codigo_barras3
704599	@brasil14593120350	Ciprofibrato 100 mg comprimido (Geolab Indústria Farmacêutica S/A) x 500 comprimidos	Ciprofibrato 100 mg comprimido x 500 comprimidos	Ciprofibrato 100 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	24/07/2016 21:00					
704600	@brasil10926889916	Ciprofibrato 100 mg comprimido (Geolab Indústria Farmacêutica S/A) x 60 comprimidos	Ciprofibrato 100 mg comprimido x 60 comprimidos	Ciprofibrato 100 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	24/07/2016 21:00					
704602	@brasil11494774753	Ciprofibrato 100 mg comprimido (Geolab Indústria Farmacêutica S/A) x 90 comprimidos	Ciprofibrato 100 mg comprimido x 90 comprimidos	Ciprofibrato 100 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	24/07/2016 21:00					
704601	@brasil10855088839	Ciprofibrato 100 mg comprimido (Sanofi-Aventis Farmacêutica Ltda) x 30 comprimidos	Ciprofibrato 100 mg comprimido x 30 comprimidos	Ciprofibrato 100 mg comprimido 	Medicamentos de tarja vermelha	1,13001E+12	30/09/2007 21:00					
704651	@brasil14908607558	Ciproflonax 500 mg comprimido (Pharlab Indústria Farmacêutica S.A.) x 14 comprimidos	Ciprofloxacino 500 mg comprimido x 14 comprimidos	Ciproflonax 500 mg comprimido 	Medicamentos de tarja vermelha	1,4107E+12	19/07/2000 21:00					
704655	@brasil11609724825	Ciproflonax 500 mg comprimido (Pharlab Indústria Farmacêutica S.A.) x 500 comprimidos	Ciprofloxacino 500 mg comprimido x 500 comprimidos	Ciproflonax 500 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,4107E+12	19/07/2000 21:00					
704652	@brasil10058713843	Ciprofloxatrin 500 mg comprimido (Laboratório Globo Ltda) x 14 comprimidos	Ciprofloxacino 500 mg comprimido x 14 comprimidos	Ciprofloxatrin 500 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,0535E+12	08/03/2015 21:00					
704653	@brasil15567746845	Ciprofloxatrin 500 mg comprimido (Laboratório Globo Ltda) x 6 comprimidos	Ciprofloxacino 500 mg comprimido x 6 comprimidos	Ciprofloxatrin 500 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,0535E+12	08/03/2015 21:00					
704654	@brasil17662593010	Ciprolip 100 mg comprimido (UCI - Farma Indústria Farmacêutica Ltda) x 30 comprimidos	Ciprofibrato 100 mg comprimido x 30 comprimidos	Ciprolip 100 mg comprimido 	Medicamentos de tarja vermelha	1,055E+12	05/11/2003 21:00					
704664	@brasil15060845402	Ciprozer 500 mg comprimido (Wyeth Indústria Farmacêutica Ltda) x 10 comprimidos	Ciprofloxacino 500 mg comprimido x 10 comprimidos	Ciprozer 500 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,211E+12	21/04/2013 21:00					
704735	@brasil11114232409	Ciprozer 500 mg comprimido (Wyeth Indústria Farmacêutica Ltda) x 14 comprimidos	Ciprofloxacino 500 mg comprimido x 14 comprimidos	Ciprozer 500 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,211E+12	21/04/2013 21:00					
704700	@brasil10475052845	Ciprozer 500 mg comprimido (Wyeth Indústria Farmacêutica Ltda) x 7 comprimidos	Ciprofloxacino 500 mg comprimido x 7 comprimidos	Ciprozer 500 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,211E+12	21/04/2013 21:00					
704701	@brasil17192728328	Cisticid 500 mg comprimido (Merck S/A) x 50 comprimidos	Praziquantel 500 mg comprimido x 50 comprimidos	Cisticid 500 mg comprimido	Medicamentos de tarja vermelha	1,0089E+12	29/06/2000 21:00					
704712	@brasil14538483417	Citaforin 20 mg comprimido (Legrand Pharma Indústria Farmacêutica Ltda) x 30 comprimidos	Citalopram 20 mg comprimido x 30 comprimidos	Citaforin 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,6773E+12	20/03/2011 21:00					
704736	@brasil11955712102	Citagran 20 mg comprimido (Germed Farmacêutica Ltda) x 30 comprimidos	Citalopram 20 mg comprimido x 30 comprimidos	Citagran 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,05831E+12	06/06/2010 21:00					
704737	@brasil16435863594	Citalopram 20 mg comprimido (Actavis Farmacêutica Ltda.) x 14 comprimidos	Citalopram 20 mg comprimido x 14 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,0492E+12	25/08/2004 21:00					
704766	@brasil12330051335	Citalopram 20 mg comprimido (Actavis Farmacêutica Ltda.) x 28 comprimidos (2 blisters x 14)	Citalopram 20 mg comprimido x 28 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,0492E+12	25/08/2004 21:00					
704753	@brasil16312181972	Citalopram 20 mg comprimido (Biosintética Farmacêutica Ltda) x 14 comprimidos	Citalopram 20 mg comprimido x 14 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,1213E+12	20/02/2007 21:00					
704765	@brasil12253319389	Citalopram 20 mg comprimido (Biosintética Farmacêutica Ltda) x 28 comprimidos	Citalopram 20 mg comprimido x 28 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha	1,1213E+12	20/02/2007 21:00					
704772	@brasil14890298818	Citalopram 20 mg comprimido (Eurofarma Laboratórios S.A.) x 14 comprimidos	Citalopram 20 mg comprimido x 14 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,0043E+12	05/02/2004 21:00					
704795	@brasil12635805831	Citalopram 20 mg comprimido (Eurofarma Laboratórios S.A.) x 28 comprimidos	Citalopram 20 mg comprimido x 28 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,0043E+12	05/02/2004 21:00					
704854	@brasil11562610250	Citalopram 20 mg comprimido (Medley Farmacêutica Ltda) x 15 comprimidos	Citalopram 20 mg comprimido x 15 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
704853	@brasil17953096512	Citalopram 20 mg comprimido (Medley Farmacêutica Ltda) x 30 comprimidos	Citalopram 20 mg comprimido x 30 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,8326E+12	21/06/2015 21:00					
704882	@brasil15080979655	Citalopram 20 mg comprimido (Merck S/A) x 30 comprimidos	Citalopram 20 mg comprimido x 30 comprimidos	Citalopram 20 mg comprimido	Medicamentos de tarja vermelha com retenção de receita	1,0089E+12	22/09/2003 21:00					
704891	@brasil13543612530	Citalopram 20 mg comprimido (Ranbaxy Farmacêutica Ltda) x 30 comprimidos	Citalopram 20 mg comprimido x 30 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,2352E+12	29/10/2002 21:00					
704919	@brasil11744782682	Citalopram 20 mg comprimido (Sandoz do Brasil Indústria Farmacêutica Ltda) x 30 comprimidos (3 blisters x 10)	Citalopram 20 mg comprimido x 30 comprimidos	Citalopram 20 mg comprimido	Medicamentos de tarja vermelha com retenção de receita	1,0047E+12	05/02/2003 21:00					
704918	@brasil12475123993	Citalopram 20 mg comprimido (Zydus Nikkho Farmacêutica Ltda) x 30 comprimidos	Citalopram 20 mg comprimido x 30 comprimidos	Citalopram 20 mg comprimido 	Medicamentos de tarja vermelha com retenção de receita	1,5651E+12	05/02/2006 21:00					
704943	@brasil11258360976	Citalor 10 mg comprimido (Laboratórios Pfizer Ltda.) x 20 comprimidos	Atorvastatina 10 mg comprimido x 20 comprimidos	Citalor 10 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
704942	@brasil11298541743	Citalor 10 mg comprimido (Laboratórios Pfizer Ltda.) x 30 comprimidos	Atorvastatina 10 mg comprimido x 30 comprimidos	Citalor 10 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
704945	@brasil18205817179	Citalor 10 mg comprimido (Laboratórios Pfizer Ltda.) x 60 comprimidos	Atorvastatina 10 mg comprimido x 60 comprimidos	Citalor 10 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705026	@brasil13267976159	Citalor 10 mg comprimido (Laboratórios Pfizer Ltda.) x 90 comprimidos	Atorvastatina 10 mg comprimido x 90 comprimidos	Citalor 10 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705038	@brasil12125590835	Citalor 20 mg comprimido (Laboratórios Pfizer Ltda.) x 20 comprimidos	Atorvastatina 20 mg comprimido x 20 comprimidos	Citalor 20 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
704944	@brasil12396179960	Citalor 20 mg comprimido (Laboratórios Pfizer Ltda.) x 30 comprimidos	Atorvastatina 20 mg comprimido x 30 comprimidos	Citalor 20 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705050	@brasil10824026008	Citalor 20 mg comprimido (Laboratórios Pfizer Ltda.) x 60 comprimidos	Atorvastatina 20 mg comprimido x 60 comprimidos	Citalor 20 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705051	@brasil17743357844	Citalor 20 mg comprimido (Laboratórios Pfizer Ltda.) x 90 comprimidos	Atorvastatina 20 mg comprimido x 90 comprimidos	Citalor 20 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
704972	@brasil13840546330	Citalor 40 mg comprimido (Laboratórios Pfizer Ltda.) x 10 comprimidos	Atorvastatina 40 mg comprimido x 10 comprimidos	Citalor 40 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705052	@brasil16244711507	Citalor 40 mg comprimido (Laboratórios Pfizer Ltda.) x 20 comprimidos	Atorvastatina 40 mg comprimido x 20 comprimidos	Citalor 40 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
704984	@brasil11404763423	Citalor 40 mg comprimido (Laboratórios Pfizer Ltda.) x 30 comprimidos	Atorvastatina 40 mg comprimido x 30 comprimidos	Citalor 40 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705075	@brasil17993484312	Citalor 40 mg comprimido (Laboratórios Pfizer Ltda.) x 60 comprimidos	Atorvastatina 40 mg comprimido x 60 comprimidos	Citalor 40 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705087	@brasil11233287351	Citalor 40 mg comprimido (Laboratórios Pfizer Ltda.) x 90 comprimidos	Atorvastatina 40 mg comprimido x 90 comprimidos	Citalor 40 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
704983	@brasil14585280421	Citalor 80 mg comprimido (Laboratórios Pfizer Ltda.) x 30 comprimidos	Atorvastatina 80 mg comprimido x 30 comprimidos	Citalor 80 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705130	@brasil12185984124	Citalor 80 mg comprimido (Laboratórios Pfizer Ltda.) x 60 comprimidos	Atorvastatina 80 mg comprimido x 60 comprimidos	Citalor 80 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705150	@brasil17230058876	Citalor 80 mg comprimido (Laboratórios Pfizer Ltda.) x 90 comprimidos	Atorvastatina 80 mg comprimido x 90 comprimidos	Citalor 80 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	07/05/1997 21:00					
705174	@brasil19592342318	Citoneurin 5.000 (5.000 microgramas + 100 mg + 100 mg) comprimido (Merck S/A) x 20 comprimidos	Cianocobalamina 5 mg + Tiamina 100 mg + Piridoxina 100 mg comprimido x 20 comprimidos	Citoneurin 5.000 comprimido 	Medicamentos de tarja vermelha	1,0089E+12	16/05/2000 21:00					
705186	@brasil16271535274	Citoneurin 5.000 (5.000 microgramas + 100 mg + 100 mg) comprimido (Merck S/A) x 60 comprimidos	Cianocobalamina 5 mg + Tiamina 100 mg + Piridoxina 100 mg comprimido x 60 comprimidos	Citoneurin 5.000 comprimido 	Medicamentos de tarja vermelha	1,0089E+12	16/05/2000 21:00					
604773	@brasil12164553088	Citostal 10 mg cápsula (Bristol-Myers Squibb Farmacêutica Ltda) x 5 cápsulas	Lomustina 10 mg cápsula x 5 cápsulas	Citostal 10 mg cápsula	Medicamentos de tarja vermelha	1,018E+12	04/11/1976 21:00					
705852	@brasil14034708237	Citrato de Sildenafila 100 mg comprimido (Brainfarma Indústria Química e Farmacêutica S.A) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,5584E+12	08/01/2012 21:00					
705986	@brasil12919263775	Citrato de Sildenafila 100 mg comprimido (EMS S/A) x 2 comprimidos	Sildenafila 100 mg comprimido x 2 comprimidos	Citrato de Sildenafila 100 mg comprimido	Medicamentos de tarja vermelha	1,02351E+12	17/01/2016 21:00					
705987	@brasil16644182116	Citrato de Sildenafila 100 mg comprimido (EMS S/A) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido	Medicamentos de tarja vermelha	1,02351E+12	17/01/2016 21:00					
706246	@brasil12679142096	Citrato de Sildenafila 100 mg comprimido (Eurofarma Laboratórios S.A) x 2 comprimidos	Sildenafila 100 mg comprimido x 2 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,00431E+12	16/08/2015 21:00					
706247	@brasil17923599943	Citrato de Sildenafila 100 mg comprimido (Eurofarma Laboratórios S.A) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,00431E+12	16/08/2015 21:00					
709478	@brasil17196917604	Citrato de Sildenafila 100 mg comprimido (Geolab Indústria Farmacêutica S/A) x 2 comprimidos	Sildenafila 100 mg comprimido x 2 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
709487	@brasil18228713438	Citrato de Sildenafila 100 mg comprimido (Geolab Indústria Farmacêutica S/A) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
709500	@brasil19552814688	Citrato de Sildenafila 100 mg comprimido (Geolab Indústria Farmacêutica S/A) x 8 comprimidos	Sildenafila 100 mg comprimido x 8 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
705227	@brasil12580649723	Citrato De Sildenafila 100 mg comprimido (Laboratório Farmacêutico Da Marinha) x 2 comprimidos	Sildenafila 100 mg comprimido x 2 comprimidos	Citrato De Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	23/10/2016 21:00					
705228	@brasil14088643102	Citrato De Sildenafila 100 mg comprimido (Laboratório Farmacêutico Da Marinha) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato De Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	23/10/2016 21:00					
705251	@brasil12701266651	Citrato De Sildenafila 100 mg comprimido (Laboratório Farmacêutico Da Marinha) x 8 comprimidos	Sildenafila 100 mg comprimido x 8 comprimidos	Citrato De Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	23/10/2016 21:00					
709501	@brasil13077933435	Citrato de Sildenafila 100 mg comprimido (Laboratórios Pfizer Ltda) x 2 comprimidos	Sildenafila 100 mg comprimido x 2 comprimidos	Citrato de Sildenafila 100 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	29/05/2011 21:00					
709502	@brasil16731223422	Citrato de Sildenafila 100 mg comprimido (Laboratórios Pfizer Ltda) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	29/05/2011 21:00					
709510	@brasil14422317112	Citrato de Sildenafila 100 mg comprimido (Legrand Pharma Indústria Farmacêutica Ltda) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,6773E+12	16/10/2016 21:00					
709741	@brasil11917915605	Citrato de Sildenafila 100 mg comprimido (Medley Farmacêutica Ltda) x 15 comprimidos	Sildenafila 100 mg comprimido x 15 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709767	@brasil16322626997	Citrato de Sildenafila 100 mg comprimido (Medley Farmacêutica Ltda) x 2 comprimidos	Sildenafila 100 mg comprimido x 2 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709768	@brasil15859388480	Citrato de Sildenafila 100 mg comprimido (Medley Farmacêutica Ltda) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709785	@brasil10329061717	Citrato de Sildenafila 100 mg comprimido (Medley Farmacêutica Ltda) x 8 comprimidos	Sildenafila 100 mg comprimido x 8 comprimidos	Citrato de Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
705473	@brasil14814923445	Citrato De Sildenafila 100 mg comprimido (Sandoz do Brasil Indústria Farmacêutica Ltda) x 4 comprimidos	Sildenafila 100 mg comprimido x 4 comprimidos	Citrato De Sildenafila 100 mg comprimido 	Medicamentos de tarja vermelha	1,0047E+12	20/06/2010 21:00					
705510	@brasil17318007271	Citrato De Sildenafila 20 mg comprimido (Ems S/A) x 90 comprimidos	Sildenafila 20 mg comprimido x 90 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,02351E+12	06/03/2016 21:00					
705460	@brasil19280315746	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 15 comprimidos	Sildenafila 20 mg comprimido x 15 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
705402	@brasil13558413397	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 200 comprimidos	Sildenafila 20 mg comprimido x 200 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
705459	@brasil10528885200	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 30 comprimidos	Sildenafila 20 mg comprimido x 30 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
705401	@brasil19810915093	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 450 comprimidos	Sildenafila 20 mg comprimido x 450 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
705400	@brasil18498720793	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 500 comprimidos	Sildenafila 20 mg comprimido x 500 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
705458	@brasil11121370186	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 60 comprimidos	Sildenafila 20 mg comprimido x 60 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
705445	@brasil18359322013	Citrato De Sildenafila 20 mg comprimido (Laboratório Farmacêutico Da Marinha) x 90 comprimidos	Sildenafila 20 mg comprimido x 90 comprimidos	Citrato De Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	24/07/2016 21:00					
709786	@brasil14067143455	Citrato de Sildenafila 20 mg comprimido (Medley Farmacêutica Ltda) x 90 comprimidos	Sildenafila 20 mg comprimido x 90 comprimidos	Citrato de Sildenafila 20 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709803	@brasil19348532433	Citrato de Sildenafila 25 mg comprimido (Brainfarma Indústria Química e Farmacêutica S.A) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,5584E+12	08/01/2012 21:00					
706027	@brasil11824036948	Citrato de Sildenafila 25 mg comprimido (EMS S/A) x 2 comprimidos	Sildenafila 25 mg comprimido x 2 comprimidos	Citrato de Sildenafila 25 mg comprimido	Medicamentos de tarja vermelha	1,02351E+12	17/01/2016 21:00					
706026	@brasil15480347651	Citrato de Sildenafila 25 mg comprimido (EMS S/A) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato de Sildenafila 25 mg comprimido	Medicamentos de tarja vermelha	1,02351E+12	17/01/2016 21:00					
709804	@brasil14541232113	Citrato de Sildenafila 25 mg comprimido (Geolab Indústria Farmacêutica S/A) x 100 comprimidos	Sildenafila 25 mg comprimido x 100 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
709805	@brasil14660563574	Citrato de Sildenafila 25 mg comprimido (Geolab Indústria Farmacêutica S/A) x 2 comprimidos	Sildenafila 25 mg comprimido x 2 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
709806	@brasil19679121838	Citrato de Sildenafila 25 mg comprimido (Geolab Indústria Farmacêutica S/A) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
709823	@brasil14413918780	Citrato de Sildenafila 25 mg comprimido (Geolab Indústria Farmacêutica S/A) x 500 comprimidos	Sildenafila 25 mg comprimido x 500 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
709824	@brasil13032228696	Citrato de Sildenafila 25 mg comprimido (Geolab Indústria Farmacêutica S/A) x 8 comprimidos	Sildenafila 25 mg comprimido x 8 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,5423E+12	04/03/2014 21:00					
705347	@brasil10894229728	Citrato De Sildenafila 25 mg comprimido (Laboratório Farmacêutico Da Marinha) x 2 comprimidos	Sildenafila 25 mg comprimido x 2 comprimidos	Citrato De Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	23/10/2016 21:00					
705330	@brasil18657476051	Citrato De Sildenafila 25 mg comprimido (Laboratório Farmacêutico Da Marinha) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato De Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	23/10/2016 21:00					
705329	@brasil17464383612	Citrato De Sildenafila 25 mg comprimido (Laboratório Farmacêutico Da Marinha) x 8 comprimidos	Sildenafila 25 mg comprimido x 8 comprimidos	Citrato De Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,2625E+12	23/10/2016 21:00					
709917	@brasil11919387449	Citrato de Sildenafila 25 mg comprimido (Laboratórios Pfizer Ltda) x 2 comprimidos	Sildenafila 25 mg comprimido x 2 comprimidos	Citrato de Sildenafila 25 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	29/05/2011 21:00					
709918	@brasil10500251463	Citrato de Sildenafila 25 mg comprimido (Laboratórios Pfizer Ltda) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato de Sildenafila 25 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	29/05/2011 21:00					
709919	@brasil16743095279	Citrato de Sildenafila 25 mg comprimido (Laboratórios Pfizer Ltda) x 8 comprimidos	Sildenafila 25 mg comprimido x 8 comprimidos	Citrato de Sildenafila 25 mg comprimido	Medicamentos de tarja vermelha	1,0216E+12	29/05/2011 21:00					
709934	@brasil12214722317	Citrato de Sildenafila 25 mg comprimido (Medley Farmacêutica Ltda) x 15 comprimidos	Sildenafila 25 mg comprimido x 15 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709935	@brasil10844326056	Citrato de Sildenafila 25 mg comprimido (Medley Farmacêutica Ltda) x 2 comprimidos	Sildenafila 25 mg comprimido x 2 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709936	@brasil17577463635	Citrato de Sildenafila 25 mg comprimido (Medley Farmacêutica Ltda) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
709937	@brasil15354340322	Citrato de Sildenafila 25 mg comprimido (Medley Farmacêutica Ltda) x 8 comprimidos	Sildenafila 25 mg comprimido x 8 comprimidos	Citrato de Sildenafila 25 mg comprimido 	Medicamentos de tarja vermelha	1,8326E+12	21/06/2015 21:00					
705492	@brasil14413739408	Citrato De Sildenafila 25 mg comprimido (Sandoz do Brasil Indústria Farmacêutica Ltda) x 4 comprimidos	Sildenafila 25 mg comprimido x 4 comprimidos	Citrato De Sildenafila 25 mg comprimido	Medicamentos de tarja vermelha	1,0047E+12	20/06/2010 21:00					
705536	@brasil13348818441	Citrato De Sildenafila 50 mg comprimido (Aché Laboratórios Farmacêuticos S.A) x 2 comprimidos	Sildenafila 50 mg comprimido x 2 comprimidos	Citrato De Sildenafila 50 mg comprimido 	Medicamentos de tarja vermelha	1,0573E+12	13/03/2016 21:00					
705552	@brasil14790070702	Citrato De Sildenafila 50 mg comprimido (Aché Laboratórios Farmacêuticos S.A) x 4 comprimidos	Sildenafila 50 mg comprimido x 4 comprimidos	Citrato De Sildenafila 50 mg comprimido 	Medicamentos de tarja vermelha	1,0573E+12	13/03/2016 21:00					
710174	@brasil14039311010	Citrato de Sildenafila 50 mg comprimido (Althaia S.A Indústria Farmacêutica) x 12 comprimidos	Sildenafila 50 mg comprimido x 12 comprimidos	Citrato de Sildenafila 50 mg comprimido 	Medicamentos de tarja vermelha	1,3517E+12	23/12/2012 21:00					
710191	@brasil14133534396	Citrato de Sildenafila 50 mg comprimido (Althaia S.A Indústria Farmacêutica) x 2 comprimidos	Sildenafila 50 mg comprimido x 2 comprimidos	Citrato de Sildenafila 50 mg comprimido 	Medicamentos de tarja vermelha	1,3517E+12	23/12/2012 21:00					
710192	@brasil18549739258	Citrato de Sildenafila 50 mg comprimido (Althaia S.A Indústria Farmacêutica) x 4 comprimidos	Sildenafila 50 mg comprimido x 4 comprimidos	Citrato de Sildenafila 50 mg comprimido 	Medicamentos de tarja vermelha	1,3517E+12	23/12/2012 21:00					
710427	@brasil10348093415	Citrato de Sildenafila 50 mg comprimido (Althaia S.A Indústria Farmacêutica) x 8 comprimidos	Sildenafila 50 mg comprimido x 8 comprimidos	Citrato de Sildenafila 50 mg comprimido 	Medicamentos de tarja vermelha	1,3517E+12	23/12/2012 21:00					
