resource_type,id,name,company,website,location,public_access,logo_url,description,attr:St Hierarchy Level,text,attr:ingredientes_codigoObm,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:extra_names,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
Concept,B01AE07,etexilato de dabigatrana,,,por,,,etexilato de dabigatrana,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AF,inibidores direto do fator Xa,,,por,,,inibidores direto do fator Xa,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AF01,rivaroxabana,,,por,,,rivaroxabana,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AF02,apixaban,,,por,,,apixaban,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AX,outros agentes antitrombóticos,,,por,,,outros agentes antitrombóticos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AX01,defibrotida,,,por,,,defibrotida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AX04,sulfato de dermatana,,,por,,,sulfato de dermatana,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B01AX05,fondaparinux,,,por,,,fondaparinux,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02,antihemorrágicos,,,por,,,antihemorrágicos,2,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02A,antifibrinolíticos,,,por,,,antifibrinolíticos,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AA,aminoácidos,,,por,,,aminoácidos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AA01,ácido aminocapróico,,,por,,,ácido aminocapróico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AA02,ácido tranexâmico,,,por,,,ácido tranexâmico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AA03,ácido aminometilbenzóico,,,por,,,ácido aminometilbenzóico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AB,inibidores de proteinase,,,por,,,inibidores de proteinase,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AB01,aprotinina,,,por,,,aprotinina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AB02,alfa1 antitripsina,,,por,,,alfa1 antitripsina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AB03,inibidor de C1,,,por,,,inibidor de C1,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02AB04,camostate,,,por,,,camostate,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02B,vitamina k e outros hemostáticos,,,por,,,vitamina k e outros hemostáticos,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BA,vitamina k,,,por,,,vitamina k,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BA01,fitomenadiona,,,por,,,fitomenadiona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BA02,menadiona,,,por,,,menadiona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BB,fibrinogênio,,,por,,,fibrinogênio,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BB01,fibrinogêno humano,,,por,,,fibrinogêno humano,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC,hemostáticos locais,,,por,,,hemostáticos locais,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC01,esponja com gelatina absorvente,,,por,,,esponja com gelatina absorvente,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC02,celulose oxidizada,,,por,,,celulose oxidizada,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC03,hidroximetilester do ácido tetragalacturônico,,,por,,,hidroximetilester do ácido tetragalacturônico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC05,adrenalona,,,por,,,adrenalona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC06,trombina,,,por,,,trombina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC07,colágeno,,,por,,,colágeno,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC08,alginato de cálcio,,,por,,,alginato de cálcio,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC09,epinefrina,,,por,,,epinefrina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC10,fibrinogênio humano,,,por,,,fibrinogênio humano,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BC30,associações,,,por,,,associações,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD,fatores da coagulação sanguínea,,,por,,,fatores da coagulação sanguínea,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD01,"fatores da coagulação ix, ii, vii e x associados",,,por,,,"fatores da coagulação ix, ii, vii e x associados",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD02,fator viii da coagulação,,,por,,,fator viii da coagulação,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD03,atividade que ultrapassa o inibidor do fator viii,,,por,,,atividade que ultrapassa o inibidor do fator viii,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD04,fator ix da coagulação,,,por,,,fator ix da coagulação,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD05,fator vii da coagulação,,,por,,,fator vii da coagulação,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD06,fator von willebrand e fator viii da coagulação em associação,,,por,,,fator von willebrand e fator viii da coagulação em associação,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD07,fator xiii da coagulação,,,por,,,fator xiii da coagulação,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD08,alfaeptacogue ativado,,,por,,,alfaeptacogue ativado,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD09,alfanonacogue,,,por,,,alfanonacogue,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD10,fator de von Willebrand,,,por,,,fator de von Willebrand,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BD30,trombina,,,por,,,trombina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BX,outros hemostáticos sistêmicos,,,por,,,outros hemostáticos sistêmicos,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BX01,etansilato,,,por,,,etansilato,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BX02,carbazocromo,,,por,,,carbazocromo,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B02BX03,batroxobina,,,por,,,batroxobina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03,preparações antianêmicas,,,por,,,preparações antianêmicas,2,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03A,preparações contendo ferro,,,por,,,preparações contendo ferro,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA,"ferro bivalente, preparações orais",,,por,,,"ferro bivalente, preparações orais",4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA01,sulfato ferroso de glicina,,,por,,,sulfato ferroso de glicina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA02,fumarato ferroso,,,por,,,fumarato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA03,gliconato ferroso,,,por,,,gliconato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA04,carbonato ferroso,,,por,,,carbonato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA05,cloreto ferroso,,,por,,,cloreto ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA06,succinato de ferro,,,por,,,succinato de ferro,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA07,sulfato ferroso,,,por,,,sulfato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA08,tartarato ferroso,,,por,,,tartarato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA09,aspartato ferroso,,,por,,,aspartato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA10,ascorbato ferroso,,,por,,,ascorbato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AA11,iodeto ferroso,,,por,,,iodeto ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB,"ferro trivalente, preparações orais",,,por,,,"ferro trivalente, preparações orais",4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB01,citrato férrico de sódio,,,por,,,citrato férrico de sódio,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB02,óxido de ferro sacaratado,,,por,,,óxido de ferro sacaratado,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB03,feredetato de sódio,,,por,,,feredetato de sódio,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB04,hidróxido férrico,,,por,,,hidróxido férrico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB05,dextriferrona,,,por,,,dextriferrona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB06,citrato férrico,,,por,,,citrato férrico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB07,complexo de condroitinsulfato-ferro,,,por,,,complexo de condroitinsulfato-ferro,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB08,acetiltransferrina férrico,,,por,,,acetiltransferrina férrico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AB09,proteinsuccinilato férrico,,,por,,,proteinsuccinilato férrico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC,"ferro trivalente, preparações parenterais",,,por,,,"ferro trivalente, preparações parenterais",4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC01,dextriferrona,,,por,,,dextriferrona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC02,óxido de ferro sacaratado,,,por,,,óxido de ferro sacaratado,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC03,complexo de ferro-sorbitol-ácido cítrico,,,por,,,complexo de ferro-sorbitol-ácido cítrico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC05,complexo de férrico sorbitol-ácido glucónido,,,por,,,complexo de férrico sorbitol-ácido glucónido,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC06,complexos de óxido férrico-dextrana,,,por,,,complexos de óxido férrico-dextrana,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AC07,complexo férrico sódico gluconato,,,por,,,complexo férrico sódico gluconato,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AD,ferro em associação com ácido fólico,,,por,,,ferro em associação com ácido fólico,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AD01,complexo de ferroso aminoácidos,,,por,,,complexo de ferroso aminoácidos,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AD02,fumarato ferroso,,,por,,,fumarato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AD03,sulfato ferroso,,,por,,,sulfato ferroso,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AD04,dextriferrona,,,por,,,dextriferrona,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AE,ferro em outras associações,,,por,,,ferro em outras associações,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AE01,"associações contendo ferro, vitamina b12 e ácido fólico",,,por,,,"associações contendo ferro, vitamina b12 e ácido fólico",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AE02,"associações contendo ferro, multivitaminas e ácido fólico",,,por,,,"associações contendo ferro, multivitaminas e ácido fólico",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AE03,associações contendo ferro e multivitaminas,,,por,,,associações contendo ferro e multivitaminas,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AE04,"associações contendo ferro, multivitaminas e minerais",,,por,,,"associações contendo ferro, multivitaminas e minerais",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03AE10,várias associações contendo ferro,,,por,,,várias associações contendo ferro,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03B,vitamina b12 e ácido fólico,,,por,,,vitamina b12 e ácido fólico,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA,vitamina b12 (cianocobalamina e análogos),,,por,,,vitamina b12 (cianocobalamina e análogos),4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA01,cianocobalamina,,,por,,,cianocobalamina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA02,complexo de cianocobalamina tanina,,,por,,,complexo de cianocobalamina tanina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA03,hidroxocobalamina,,,por,,,hidroxocobalamina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA04,cobamamida,,,por,,,cobamamida,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA05,mecobalamina,,,por,,,mecobalamina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA51,"cianocobalamina, associações contendo",,,por,,,"cianocobalamina, associações contendo",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BA53,"hidroxocobalamina, associações contendo",,,por,,,"hidroxocobalamina, associações contendo",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BB,ácido fólico e derivados,,,por,,,ácido fólico e derivados,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BB01,ácido fólico,,,por,,,ácido fólico,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03BB51,"ácido fólico, associações contendo",,,por,,,"ácido fólico, associações contendo",5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03X,outras preparações antianêmicas,,,por,,,outras preparações antianêmicas,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03XA,outras preparações antianêmicas,,,por,,,outras preparações antianêmicas,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03XA01,eritropoetina,,,por,,,eritropoetina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03XA02,alfadarbepoetina,,,por,,,alfadarbepoetina,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B03XA03,metoxi-polietilenoglicol-epoetina-beta,,,por,,,metoxi-polietilenoglicol-epoetina-beta,5,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B05,substitutos do sangue e soluções para perfusão,,,por,,,substitutos do sangue e soluções para perfusão,2,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B05A,sangue e produtos relacionados,,,por,,,sangue e produtos relacionados,3,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,B05AA,substitutos do sangue e frações de proteinas plasmáticas,,,por,,,substitutos do sangue e frações de proteinas plasmáticas,4,,,,WHO,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,atc,,,,,,,,,,,,,,,,,,,Fully Specified,por
