Co Seq ID,Nu Cd,No Descr,No Descr Pt Br,Co Parent,St Hierarchy Level,Au Audit Create Datetime,Au Audit Change Datetime,Au Audit Create Username,Au Audit Change Username,Nu Version,St Registro Ativo,St Change Approve
1734,B02BD30,trombina,trombina,1723,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1735,B02BX,outros hemostáticos sistêmicos,outros hemostáticos sistêmicos,1706,4,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1736,B02BX01,etansilato,etansilato,1735,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1737,B02BX02,carbazocromo,carbazocromo,1735,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1738,B02BX03,batroxobina,batroxobina,1735,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1739,B03,preparações antianêmicas,preparações antianêmicas,1618,2,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1740,B03A,preparações contendo ferro,preparações contendo ferro,1739,3,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1741,B03AA,"ferro bivalente, preparações orais","ferro bivalente, preparações orais",1740,4,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1742,B03AA01,sulfato ferroso de glicina,sulfato ferroso de glicina,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1743,B03AA02,fumarato ferroso,fumarato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1744,B03AA03,gliconato ferroso,gliconato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1745,B03AA04,carbonato ferroso,carbonato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1746,B03AA05,cloreto ferroso,cloreto ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1747,B03AA06,succinato de ferro,succinato de ferro,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1748,B03AA07,sulfato ferroso,sulfato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1749,B03AA08,tartarato ferroso,tartarato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1750,B03AA09,aspartato ferroso,aspartato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1751,B03AA10,ascorbato ferroso,ascorbato ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1752,B03AA11,iodeto ferroso,iodeto ferroso,1741,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1753,B03AB,"ferro trivalente, preparações orais","ferro trivalente, preparações orais",1740,4,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1754,B03AB01,citrato férrico de sódio,citrato férrico de sódio,1753,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1755,B03AB02,óxido de ferro sacaratado,óxido de ferro sacaratado,1753,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1756,B03AB03,feredetato de sódio,feredetato de sódio,1753,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1757,B03AB04,hidróxido férrico,hidróxido férrico,1753,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1758,B03AB05,dextriferrona,dextriferrona,1753,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1759,B03AB06,citrato férrico,citrato férrico,1753,5,2017-01-23T11:32:46Z,2017-01-23T11:32:46Z,anonymous,anonymous,0,ACTIVE,APPROVED
1760,B03AB07,complexo de condroitinsulfato-ferro,complexo de condroitinsulfato-ferro,1753,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1761,B03AB08,acetiltransferrina férrico,acetiltransferrina férrico,1753,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1762,B03AB09,proteinsuccinilato férrico,proteinsuccinilato férrico,1753,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1763,B03AC,"ferro trivalente, preparações parenterais","ferro trivalente, preparações parenterais",1740,4,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1764,B03AC01,dextriferrona,dextriferrona,1763,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1765,B03AC02,óxido de ferro sacaratado,óxido de ferro sacaratado,1763,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1766,B03AC03,complexo de ferro-sorbitol-ácido cítrico,complexo de ferro-sorbitol-ácido cítrico,1763,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1767,B03AC05,complexo de férrico sorbitol-ácido glucónido,complexo de férrico sorbitol-ácido glucónido,1763,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1768,B03AC06,complexos de óxido férrico-dextrana,complexos de óxido férrico-dextrana,1763,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1769,B03AC07,complexo férrico sódico gluconato,complexo férrico sódico gluconato,1763,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1770,B03AD,ferro em associação com ácido fólico,ferro em associação com ácido fólico,1740,4,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1771,B03AD01,complexo de ferroso aminoácidos,complexo de ferroso aminoácidos,1770,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1772,B03AD02,fumarato ferroso,fumarato ferroso,1770,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1773,B03AD03,sulfato ferroso,sulfato ferroso,1770,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1774,B03AD04,dextriferrona,dextriferrona,1770,5,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1775,B03AE,ferro em outras associações,ferro em outras associações,1740,4,2017-01-23T11:32:47Z,2017-01-23T11:32:47Z,anonymous,anonymous,0,ACTIVE,APPROVED
1776,B03AE01,"associações contendo ferro, vitamina b12 e ácido fólico","associações contendo ferro, vitamina b12 e ácido fólico",1775,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1777,B03AE02,"associações contendo ferro, multivitaminas e ácido fólico","associações contendo ferro, multivitaminas e ácido fólico",1775,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1778,B03AE03,associações contendo ferro e multivitaminas,associações contendo ferro e multivitaminas,1775,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1779,B03AE04,"associações contendo ferro, multivitaminas e minerais","associações contendo ferro, multivitaminas e minerais",1775,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1780,B03AE10,várias associações contendo ferro,várias associações contendo ferro,1775,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1781,B03B,vitamina b12 e ácido fólico,vitamina b12 e ácido fólico,1739,3,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1782,B03BA,vitamina b12 (cianocobalamina e análogos),vitamina b12 (cianocobalamina e análogos),1781,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1783,B03BA01,cianocobalamina,cianocobalamina,1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1784,B03BA02,complexo de cianocobalamina tanina,complexo de cianocobalamina tanina,1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1785,B03BA03,hidroxocobalamina,hidroxocobalamina,1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1786,B03BA04,cobamamida,cobamamida,1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1787,B03BA05,mecobalamina,mecobalamina,1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1788,B03BA51,"cianocobalamina, associações contendo","cianocobalamina, associações contendo",1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1789,B03BA53,"hidroxocobalamina, associações contendo","hidroxocobalamina, associações contendo",1782,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1790,B03BB,ácido fólico e derivados,ácido fólico e derivados,1781,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1791,B03BB01,ácido fólico,ácido fólico,1790,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1792,B03BB51,"ácido fólico, associações contendo","ácido fólico, associações contendo",1790,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1793,B03X,outras preparações antianêmicas,outras preparações antianêmicas,1739,3,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1794,B03XA,outras preparações antianêmicas,outras preparações antianêmicas,1793,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1795,B03XA01,eritropoetina,eritropoetina,1794,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1796,B03XA02,alfadarbepoetina,alfadarbepoetina,1794,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1797,B03XA03,metoxi-polietilenoglicol-epoetina-beta,metoxi-polietilenoglicol-epoetina-beta,1794,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1798,B05,substitutos do sangue e soluções para perfusão,substitutos do sangue e soluções para perfusão,1618,2,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1799,B05A,sangue e produtos relacionados,sangue e produtos relacionados,1798,3,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1800,B05AA,substitutos do sangue e frações de proteinas plasmáticas,substitutos do sangue e frações de proteinas plasmáticas,1799,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1801,B05AA01,albumina,albumina,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1802,B05AA02,otras frações proteicas do plasma,otras frações proteicas do plasma,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1803,B05AA03,substitutos do sangue fluorocarbonados,substitutos do sangue fluorocarbonados,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1804,B05AA05,dextrana,dextrana,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1805,B05AA06,agentes com gelatina,agentes com gelatina,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1806,B05AA07,hidroxietil amido,hidroxietil amido,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1807,B05AA08,hemoglobina crosfumarilo,hemoglobina crosfumarilo,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1808,B05AA09,hemoglobina rafímera,hemoglobina rafímera,1800,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1809,B05B,soluções,soluções,1798,3,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1810,B05BA,soluções para nutrição parenteral,soluções para nutrição parenteral,1809,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1811,B05BA01,aminoácidos,aminoácidos,1810,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1812,B05BA02,emulsões graxas,emulsões graxas,1810,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1813,B05BA03,carboidratos,carboidratos,1810,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1814,B05BA04,hidrolizados de proteínas,hidrolizados de proteínas,1810,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1815,B05BA10,associações,associações,1810,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1816,B05BB,soluções que ajustam o balanço eletrolítico,soluções que ajustam o balanço eletrolítico,1809,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1817,B05BB01,eletrólitos,eletrólitos,1816,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1818,B05BB02,eletrólitos associados com carboidratos,eletrólitos associados com carboidratos,1816,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1819,B05BB03,trometamol,trometamol,1816,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1820,B05BB04,eletrolíticos em combinção com outras drogas,eletrolíticos em combinção com outras drogas,1816,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1821,B05BC,soluções que produzem diurese osmótica,soluções que produzem diurese osmótica,1809,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1822,B05BC01,manitol,manitol,1821,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1823,B05BC02,uréia,uréia,1821,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1824,B05C,soluções para irrigação,soluções para irrigação,1798,3,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1825,B05CA,soluções contendo antiinfecciosos,soluções contendo antiinfecciosos,1824,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1826,B05CA01,cetilpiridínio,cetilpiridínio,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1827,B05CA02,clorexidina,clorexidina,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1828,B05CA03,nitrofural,nitrofural,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1829,B05CA04,sulfametizol,sulfametizol,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1830,B05CA05,taurolidina,taurolidina,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1831,B05CA06,ácido mandélico,ácido mandélico,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1832,B05CA07,noxitiolina,noxitiolina,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1833,B05CA08,lactato de etacridina,lactato de etacridina,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1834,B05CA09,neomicina,neomicina,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1835,B05CA10,associações,associações,1825,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1836,B05CB,soluções salinas,soluções salinas,1824,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1837,B05CB01,cloreto de sódio,cloreto de sódio,1836,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1838,B05CB02,citrato de sódio,citrato de sódio,1836,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1839,B05CB03,citrato de magnésio,citrato de magnésio,1836,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1840,B05CB04,bicarbonato de sódio,bicarbonato de sódio,1836,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1841,B05CB10,associações,associações,1836,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1842,B05CX,outras soluções para irrigação,outras soluções para irrigação,1824,4,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1843,B05CX01,glicose,glicose,1842,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1844,B05CX02,sorbitol,sorbitol,1842,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1845,B05CX03,glicina,glicina,1842,5,2017-01-23T11:32:48Z,2017-01-23T11:32:48Z,anonymous,anonymous,0,ACTIVE,APPROVED
1846,B05CX04,manitol,manitol,1842,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1847,B05CX10,associações,associações,1842,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1848,B05D,diálise peritoneal,diálise peritoneal,1798,3,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1849,B05DA,soluções isotônicas,soluções isotônicas,1848,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1850,B05DB,soluções hipertônicas,soluções hipertônicas,1848,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1851,B05X,aditivos para soluções intravenosas,aditivos para soluções intravenosas,1798,3,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1852,B05XA,soluções eletrolíticas,soluções eletrolíticas,1851,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1853,B05XA01,cloreto de potássio,cloreto de potássio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1854,B05XA02,bicarbonato de sódio,bicarbonato de sódio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1855,B05XA03,cloreto de sódio,cloreto de sódio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1856,B05XA04,cloreto de amônio,cloreto de amônio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1857,B05XA05,sulfato de magnésio,sulfato de magnésio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1858,B05XA06,"fosfato de potássio, incluindo associações com outros sais de potássio","fosfato de potássio, incluindo associações com outros sais de potássio",1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1859,B05XA07,cloreto de cálcio,cloreto de cálcio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1860,B05XA08,acetato de sódio,acetato de sódio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1861,B05XA09,fosfato de sódio,fosfato de sódio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1862,B05XA10,fosfato de magnésio,fosfato de magnésio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1863,B05XA11,cloreto de magnésio,cloreto de magnésio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1864,B05XA12,cloreto de zinco,cloreto de zinco,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1865,B05XA13,ácido hidroclórico,ácido hidroclórico,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1866,B05XA14,glicerofosfato de sódio,glicerofosfato de sódio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1867,B05XA15,lactato de potássio,lactato de potássio,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1868,B05XA16,soluções cardioplégicas,soluções cardioplégicas,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1869,B05XA30,associações de eletrólitos,associações de eletrólitos,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1870,B05XA31,eletrólitos associados com outros farmacos,eletrólitos associados com outros farmacos,1852,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1871,B05XB,aminoácidos,aminoácidos,1851,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1872,B05XB01,cloridrato de arginina,cloridrato de arginina,1871,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1873,B05XB02,alanilglutamina,alanilglutamina,1871,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1874,B05XB03,lisina,lisina,1871,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1875,B05XC,vitaminas,vitaminas,1851,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1876,B05XX,outros aditivos para soluções intravenosas,outros aditivos para soluções intravenosas,1851,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1877,B05XX02,trometamol,trometamol,1876,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1878,B05Z,hemodialíticos e hemofiltrados,hemodialíticos e hemofiltrados,1798,3,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1879,B05ZA,concentrados para hemodiálise,concentrados para hemodiálise,1878,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1880,B05ZB,hemofiltrados,hemofiltrados,1878,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1881,B06,outros agentes hematológicos,outros agentes hematológicos,1618,2,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1882,B06A,outros agentes hematológicos,outros agentes hematológicos,1881,3,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1883,B06AA,enzimas,enzimas,1882,4,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1884,B06AA02,fibrinolisina e desoxirribonuclease,fibrinolisina e desoxirribonuclease,1883,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1885,B06AA03,hialuronidase,hialuronidase,1883,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1886,B06AA04,quimotripsina,quimotripsina,1883,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1887,B06AA07,tripsina,tripsina,1883,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
1888,B06AA10,desoxirribonuclease,desoxirribonuclease,1883,5,2017-01-23T11:32:49Z,2017-01-23T11:32:49Z,anonymous,anonymous,0,ACTIVE,APPROVED
