"co_seq_id";"nu_vtmid";"dt_vtmiddt";"co_vtmidprev";"st_invalid";"no_nm";"no_abbrevnm";"au_audit_create_datetime";"au_audit_change_datetime";"au_audit_create_username";"au_audit_change_username";"nu_version";"st_registro_ativo";"st_change_approve"
11740;@brasil15958942933;;;;Piridostigmina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11741;@brasil15258252959;;;;Piridoxina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11742;@brasil18414436305;;;;Pirimetamina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11743;@brasil16297422959;;;;Piroxicam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11744;@brasil16243806187;;;;Pitavastatina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11745;@brasil12326762369;;;;Pizotifeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11746;@brasil12902393593;;;;Policarbofila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11747;@brasil17531681168;;;;Polypodium leucotomos;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11748;@brasil18951225371;;;;Pramipexol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11749;@brasil12161083659;;;;Prasugrel;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11750;@brasil13951742493;;;;Pravastatina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11751;@brasil13275461794;;;;Praziquantel;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11752;@brasil14522081802;;;;Prednisolona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11753;@brasil12784023938;;;;Pregabalina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11754;@brasil10353874591;;;;Primaquina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11755;@brasil13417301449;;;;Primidona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11756;@brasil16024883784;;;;Progesterona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11757;@brasil19872514882;;;;Promestrieno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11758;@brasil11287923371;;;;Prometazina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11759;@brasil16822072514;;;;Propafenona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11760;@brasil10246592768;;;;Propatilnitrato;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11761;@brasil10766746606;;;;Propiltiouracila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11762;@brasil13093955034;;;;Propranolol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11763;@brasil13169535660;;;;Propranolol + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11764;@brasil16565813510;;;;Prucaloprida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11765;@brasil13320460880;;;;Quetiapina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11766;@brasil16904864176;;;;Rabeprazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11767;@brasil14562938551;;;;Racecadotrila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11768;@brasil12100100536;;;;Raloxifeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11769;@brasil16811687336;;;;Raltegravir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11770;@brasil17758135381;;;;Ramipril;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11771;@brasil18355615210;;;"1";Ramipril + Anlodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;anonymous;"0";INACTIVE;APPROVED
11772;@brasil18503670214;;;;Ramipril + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11773;@brasil17451505750;;;;Ranelato de Estrôncio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11774;@brasil11746518416;;;;Ranitidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11775;@brasil16378075140;;;;Repaglinida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11776;@brasil16650820760;;;;Rhamnus purshiana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11777;@brasil14119878693;;;;Ribavirina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11778;@brasil10646931491;;;;Riboflavina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11779;@brasil10875021684;;;;Rifabutina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11780;@brasil12434314257;;;;Rifampicina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11781;@brasil19546506542;;;;Rifampicina + Isoniazida + Pirazinamida + Etambutol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11782;@brasil10429590250;;;;Rilmenidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11783;@brasil13508431932;;;;Riluzol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11784;@brasil16253389217;;;;Risedronato Sódico;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11785;@brasil10741650601;;;;Risperidona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11786;@brasil14948085661;;;;Ritonavir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11787;@brasil12515476812;;;;Rivaroxabana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11788;@brasil17733127387;;;;Rivastigmina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11789;@brasil11119206808;;;;Rizatriptana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11790;@brasil12396652187;;;;Roflumilaste;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11791;@brasil18625640819;;;;Rosuvastatina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11792;@brasil15938247846;;;;Rupatadina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11793;@brasil13814317083;;;;Saccharomyces boulardii;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11794;@brasil11256842184;;;;Salbutamol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11795;@brasil14841259981;;;;Salicilato de Bismuto Monobásico;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11796;@brasil10435773664;;;;Sapropterina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11797;@brasil17655088683;;;;Saquinavir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11798;@brasil16968122734;;;;Saxagliptina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11799;@brasil11875347933;;;;Saxagliptina + Metformina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11800;@brasil18472371768;;;;Secnidazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11801;@brasil16735815354;;;;Selegina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11802;@brasil18261961775;;;;Senna alexandrina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11803;@brasil11102363122;;;;Sertralina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11804;@brasil10725930593;;;;Sibutramina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11805;@brasil10322563908;;;;Sildenafila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11806;@brasil19435028068;;;;Silimarina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11807;@brasil16207448928;;;;Silybum marianum;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11808;@brasil12732160744;;;;Silybum marianum (L.) Gaertn. ;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11809;@brasil15038457245;;;;Simeprevir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11810;@brasil16995804305;;;;Simeticona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11811;@brasil19863650098;;;;Sinvastatina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11812;@brasil18330837885;;;;Sitagliptina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11813;@brasil12063239441;;;;Sitagliptina + Metformina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11814;@brasil15323683855;;;;Sofosbuvir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11815;@brasil10428701266;;;;Solifenacina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11816;@brasil16172455069;;;;Sorafenibe;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11817;@brasil19576171857;;;;Sotalol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11818;@brasil19363494391;;;;Sucralfato;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11819;@brasil18088956695;;;;Sulfadiazina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11820;@brasil12354300609;;;;Sulfametoxazol + Trimetoprima;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11821;@brasil17504633269;;;;Sulfassalazina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11822;@brasil10460264831;;;;Sulfato de Glicosamina + Sulfato de Condroitina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11823;@brasil19787424651;;;;Sulfato de Quinina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11824;@brasil17556329076;;;;Sulfato Ferroso;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11825;@brasil18419371737;;;;Sulpirida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11826;@brasil19427871766;;;;Sulpirida + Bromazepam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11827;@brasil11881243931;;;;Sultiamo;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11828;@brasil11122604664;;;;Sumatriptana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11829;@brasil19969291833;;;;Sunitinibe;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11830;@brasil16478645489;;;;Tacrolimo;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11831;@brasil12485352252;;;;Tadalafila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11832;@brasil12990825103;;;;Talidomida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11833;@brasil17498069066;;;;Tamoxifeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11834;@brasil18517870331;;;;Tansulosina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11835;@brasil10095144770;;;;Teclozana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11836;@brasil14922113160;;;;Tegaserode;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11837;@brasil14325131804;;;;Telaprevir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11838;@brasil16859319848;;;;Telmisartana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11839;@brasil11321204137;;;;Telmisartana + Anlodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11840;@brasil16028061447;;;;Telmisartana + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11841;@brasil16176695138;;;;Temozolomida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11842;@brasil12799291658;;;;Tenofovir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11843;@brasil15466373184;;;;Tenofovir + Lamivudina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11844;@brasil18933991256;;;;Tenofovir + Lamivudina + Efavirenz;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11845;@brasil18270837037;;;;Tenoxicam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11846;@brasil14552211727;;;;Teofilina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11847;@brasil17948547830;;;;Terbinafina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11848;@brasil16086104283;;;;Terizidona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11849;@brasil16584878233;;;;Tetraciclina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11850;@brasil14666078624;;;;Tiabendazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11851;@brasil13575758731;;;;Tiamazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11852;@brasil13880558090;;;;Tiamina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11853;@brasil18675514568;;;;Tianfenicol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11854;@brasil11735898880;;;;Tibolona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11855;@brasil12652951005;;;;Ticagrelor;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11856;@brasil18057058692;;;;Ticlopidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11857;@brasil12326440756;;;;Timomodulina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11858;@brasil17461028011;;;;Tinidazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11859;@brasil10325818098;;;;Tiocolchicosídeo;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11860;@brasil19246006763;;;;Tioridazina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11861;@brasil15252579835;;;;Tiotrópio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11862;@brasil18524879195;;;;Tipranavir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11863;@brasil16866656779;;;;Tizanidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11864;@brasil18758646619;;;;Tolcapona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11865;@brasil13193263068;;;;Tolterodina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11866;@brasil19690375791;;;;Topiramato;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11867;@brasil18872090062;;;;Tramadol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11868;@brasil15289323249;;;;Tramadol + Paracetamol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11869;@brasil19830346366;;;;Tranilcipromina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11870;@brasil13283762393;;;;Trazodona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11871;@brasil16927773174;;;;Tretinoína;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11872;@brasil14787579004;;;;Triexifenidil;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11873;@brasil13154575807;;;;Trifluoperazina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11874;@brasil11410142332;;;;Triflusal;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11875;@brasil17586984546;;;;Trifolium pratense;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11876;@brasil13704496046;;;;Trimebutina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11877;@brasil15761526901;;;;Trimetazidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11878;@brasil17694146675;;;;Trioxisaleno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11879;@brasil11186152985;;;;Trometamol Cetorolaco;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11880;@brasil12848325205;;;;Ubidecarenona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11881;@brasil10683167380;;;;Uncaria tomentosa;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11882;@brasil14870861594;;;;Vaccinium macrocarpon (Cranberry);;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11883;@brasil12304806142;;;;Valaciclovir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11884;@brasil16911446233;;;;Valerato de Estradiol + Dienogeste;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11885;@brasil17642813050;;;;Valeriana officinalis;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11886;@brasil17479726863;;;;Valeriana officinalis + Humulus lupulus;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11887;@brasil14470195474;;;;Valganciclovir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11888;@brasil19911797091;;;;Valproato de Sódio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11889;@brasil16148399342;;;;Valsartana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11890;@brasil11006605746;;;;Valsartana + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11891;@brasil16587831009;;;;Valsartana + Hidroclorotiazida + Anlodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11892;@brasil19919338121;;;;Vardenafila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11893;@brasil19833197889;;;;Vareniclina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11894;@brasil19407975391;;;;Varfarina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11895;@brasil17540283599;;;;Varfarina Sódica;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11896;@brasil19477492130;;;;Vemurafenibe;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11897;@brasil14766610165;;;;Venlafaxina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11898;@brasil15400574741;;;;Verapamil;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11899;@brasil12703043521;;;;Vigabatrina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11900;@brasil17313493690;;;;Vildagliptina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11901;@brasil18458338199;;;;Vildagliptina + Metformina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11902;@brasil10351210235;;;;Vimpocetina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11903;@brasil16381036885;;;;Vinorelbina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11904;@brasil10851554032;;;;Vitis Vinifera;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11905;@brasil15114659809;;;;Voriconazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11906;@brasil13018637263;;;;Zidovudina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11907;@brasil19749207196;;;;Zidovudina + Lamivudina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11908;@brasil19690124502;;;;Ziprasidona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11909;@brasil19203001230;;;;Zolpidem;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11910;@brasil16944632954;;;;Zopiclona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11911;@brasil17114161388;;;;Zuclopentixol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11912;@brasil14736908388;;;;Não existe ainda nenhuma associação de VTM para este VMP;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11913;@brasil12342058085;;;;Levocetirizina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
42687;@brasil10471653909;;;;Aceponato de Metilprednisolona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
42688;@brasil19859573140;;;;Acetato de Sódio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
42689;@brasil17882904285;;;;Acetato de Zinco;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
42690;@brasil19835802314;;;;Acetilcisteína + Tuaminoeptano;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
42691;@brasil15530299026;;;;Ácido Aminocaproico;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
