"co_seq_id";"nu_vpid";"dt_vpiddt";"co_vpidprev";"st_invalid";"co_vtmid";"st_combprodcd";"no_nm";"nu_snomed";"co_basiscd";"dt_nmdt";"no_nmprev";"co_basis_prevcd";"co_nmchangecd";"no_abbrevnm";"st_sug_f";"st_glu_f";"st_pres_f";"st_cfc_free";"co_pres_statcd";"co_non_availcd";"dt_non_availdt";"co_df_indcd";"qt_udfs";"co_udfs_uomcd";"co_unit_dose_uomcd";"st_ftn";"st_horus";"ds_notification";"co_targetcd";"co_atcclscd";"co_anvsclscd";"au_audit_create_datetime";"au_audit_change_datetime";"au_audit_create_username";"au_audit_change_username";"nu_version";"st_registro_ativo";"st_change_approve"
"794852";@brasil9867420767;;;;"790608";;Calendula Officinalis 10 % gel;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794853";@brasil8056741621;;;;"790609";;Levomalato de Cabozantinibe 60 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794854";@brasil6092045094;;;;"11377";;Citrato de Cálcio 500 mg + Colecalciferol 200 UI pó para suspensão oral;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794855";@brasil0616846039;;;;"11344";;Carbonato de Cálcio 600 mg + Colecalciferol 200 UI comprimido efervescente;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794856";@brasil1000176719;;;;"288747";;Carboximaltose Férrica 500 mg/10 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794857";@brasil8894990259;;;;"790610";;Carisoprodol 300 mg + Paracetamol 100 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794858";@brasil7300490943;;;;"790543";;Carvão Vegetal Ativado 5 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794859";@brasil0525545148;;;;"790543";;Carvão Vegetal Ativado 10 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794860";@brasil5084155473;;;;"790543";;Carvão Vegetal Ativado 1 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794861";@brasil2805289175;;;;"790543";;Carvão Vegetal Ativado 15 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794862";@brasil5685626011;;;;"790543";;Carvão Vegetal Ativado 25 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794863";@brasil8732793651;;;;"790543";;Carvão Vegetal Ativado 250 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794864";@brasil7925079099;;;;"790543";;Carvão Vegetal Ativado 50 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794865";@brasil0712680368;;;;"790543";;Carvão Vegetal Ativado 500 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794866";@brasil0357764509;;;;"11350";;Cefaclor 250 mg/5 mL suspensão oral;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;APPROVED
"794867";@brasil0921037656;;;;"790580";;Ceftazidima 2000 mg + Avibactam 500 mg pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794868";@brasil2667622143;;;;"790611";;Celulose 500 mg pó para inalação;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794869";@brasil4015474821;;;;"790581";;Cemiplimabe 350 mg/7 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794870";@brasil8432693759;;;;"42805";;Cetoconazol 20 mg/g + Betametasona 0.5 mg/g + Neomicina 1.5 mg/g pomada;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794871";@brasil7123324335;;;;"11357";;Cetoprofeno 160 mg cápsula de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"464723";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794872";@brasil9732955239;;;;"11359";;Cianocobalamina 5 mg + Piridoxina 100 mg + Tiamina 100 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794873";@brasil8914375155;;;;"11364";;Ciclofosfamida 50 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794874";@brasil4364066268;;;;"11375";;Citalopram 10 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794875";@brasil9559030097;;;;"42821";;Cladribina 10 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794876";@brasil7622918950;;;;"11380";;Clindamicina 10 mg/1 g solução;"0";"21";;;;;;;;;;;;;"47";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794877";@brasil1248617036;;;;"790612";;Cloranfenicol 2 g + Tetracaína 2 g + Óxido de Zinco 6 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794878";@brasil3399079857;;;;"790613";;Cloreto de Cálcio 10 % solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794879";@brasil1897558578;;;;"11392";;Cloreto de Potássio 600 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794880";@brasil5949109199;;;;"42830";;Clorexidina 4 % solução;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794881";@brasil1899934614;;;;"42830";;Clorexidina 2 % solução;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794882";@brasil8275076743;;;;"42830";;Clorexidina 2 % gel;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794883";@brasil0298642225;;;;"42831";;Cloroquina 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794884";@brasil5323256632;;;;"42831";;Cloroquina 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794885";@brasil1925239429;;;;"42831";;Cloroquina 450 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794886";@brasil2864125562;;;;"790530";;Codeína 40 mg + Meloxicam 7.5 mg + Paracetamol 500 mg + Ranitidina 150 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794887";@brasil3063227251;;;;"11404";;Colecalciferol 200 UI solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794888";@brasil4154296079;;;;"11404";;Colecalciferol 5.600 UI solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794889";@brasil2134722773;;;;"11404";;Colecalciferol 10.000 UI solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794890";@brasil1119834147;;;;"11404";;Colecalciferol 14.000 UI solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794891";@brasil5648034310;;;;"11404";;Colecalciferol 2.000 UI solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794892";@brasil4633718037;;;;"11404";;Colecalciferol 200 UI cápsula mole;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794893";@brasil1734775263;;;;"11404";;Colecalciferol 400 UI comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794894";@brasil7297045713;;;;"11404";;Colecalciferol 500 UI solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794895";@brasil8584812746;;;;"11404";;Colecalciferol 800 UI cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794896";@brasil2025063282;;;;"42837";;Colistimetato de Sódio 2.000.000 UI solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794897";@brasil3473633073;;;;"790616";;Fator Ii de Coagulação 480 UI + Fator Vii de Coagulação 500 UI + Fator Ix de Coagulação 600 UI + Fator X de Coagulação 600 UI pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794898";@brasil6111790424;;;;"288695";;Alfaeptacogue Ativado 2 mg pó para solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794899";@brasil8100078867;;;;"790585";;Fator Xiii de Coagulação 250 UI pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794900";@brasil9432708520;;;;"790617";;Gadoteridol 2.793 mg/10 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1702479317";"65";"67";;ACTIVE
"794901";@brasil9413056198;;;;"65376";;Iobitridol 76,78 %/100 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1702487726";"65";"48";;ACTIVE
"794902";@brasil7883786003;;;;"65376";;Iobitridol 76.78 %/50 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794903";@brasil1843071517;;;;"65376";;Iobitridol 76.78 %/500 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794904";@brasil9229009287;;;;"790618";;Brometo de Propantelina 25 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794905";@brasil2142414078;;;;"790618";;Brometo de Propantelina 5 mg/1 mL suspensão oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794906";@brasil1759495091;;;;"43094";;Propofol 200 mg/10 mL emulsão para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794907";@brasil8323570969;;;;"43094";;Propofol 400 mg/20 mL emulsão para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794908";@brasil7018476634;;;;"11762";;Cloridrato de Propranolol 10 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794909";@brasil3721223478;;;;"11769";;Raltegravir 100 mg granulado para suspensão;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794910";@brasil2236650538;;;;"790620";;Ramelteona 8 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794911";@brasil4472579507;;;;"65363";;Cafeína 10 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794912";@brasil4756598475;;;;"11343";;Carbonato de Cálcio 100 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794913";@brasil9345876017;;;;"790608";;Calendula Officinalis 2 % gel;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794914";@brasil7111881478;;;;"42794";;Carnitina 100 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794915";@brasil5810358338;;;;"790621";;Iodo 15 g/50 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"48";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794916";@brasil9843002643;;;;"790622";;Ésteres Etílicos Dos Ácidos Graxos Do Óleo de Papoula Iodados 4.8 g/10 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1702403745";"65";"67";;ACTIVE
"794917";@brasil2539936396;;;;"790623";;Sulfato de Bário 1 g/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794918";@brasil1425700761;;;;"790624";;Iodo 30g/100mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1702405265";"65";"67";;ACTIVE
"794919";@brasil6194540398;;;;"790624";;Iodo 17.5 g/50 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794920";@brasil3604345549;;;;"790625";;Ioversol 68 %/125 mL solução para injeção;seringa preenchida;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794921";@brasil9785045069;;;;"790625";;Ioversol 74 %/125 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794922";@brasil9377634014;;;;"11882";;Vaccinium Macrocarpon Aiton 400 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794923";@brasil4610433124;;;;"11406";;Curcuma Longa L. 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794924";@brasil9339649177;;;;"42842";;Cynara Scolymus L. 250 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794925";@brasil4108180219;;;;"42842";;Cynara Scolymus L. 5 % solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794926";@brasil1929431536;;;;"42842";;Cynara Scolymus L. 50 g pó;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794927";@brasil8362400262;;;;"42842";;Cynara Scolymus L. 300 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794928";@brasil0350654527;;;;"42842";;Cynara Scolymus L. 1.5 mg/1 mL tintura;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794929";@brasil9207699578;;;;"42842";;Cynara Scolymus L. 200 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794930";@brasil6131460147;;;;"42842";;Cynara Scolymus L. 500 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794931";@brasil9624451644;;;;"790586";;Dapagliflozina 10mg + Saxagliptina 5mg comprimido de liberação retardada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"794932";@brasil3529506098;;;;"11414";;Darunavir 800 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794933";@brasil3927870124;;;;"790587";;Deutetrabenazina 6 mg comprimido de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794934";@brasil6653453072;;;;"11425";;Dexclorfeniramina 6 mg drágea;"0";"21";;;;;;;;;;;;;"47";"1,000";"464713";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794935";@brasil6561624382;;;;"42859";;Dexmedetomidina 400 micrograma/100 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11188";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794936";@brasil0165986494;;;;"11428";;Diazóxido 100 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794937";@brasil4293284682;;;;"11433";;Didanosina 2 g pó para suspensão oral;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794938";@brasil4325961332;;;;"11433";;Didanosina 4 g pó para suspensão oral;"0";"21";;;;;;;;;;;;;"47";"1,000";"464714";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794939";@brasil8670433919;;;;"790588";;Diosmina 600 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794940";@brasil2697947020;;;;"790589";;Dupilumabe 300 mg/2 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794941";@brasil5551262220;;;;"790589";;Dupilumabe 200 mg/1.14 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794942";@brasil3899995520;;;;"42877";;Echinacea Purpurea (L.) Moench 40 mg/1 mL xarope;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794943";@brasil9837118476;;;;"790590";;Edoxabana 30 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794944";@brasil4326565683;;;;"790590";;Edoxabana 60 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794945";@brasil1799258640;;;;"790591";;Elbasvir 50 mg + Grazoprevir 100 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794946";@brasil4116189921;;;;"790627";;Papaver Somniferum L. 0.05 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794947";@brasil2889355420;;;;"790592";;Elotuzumabe 400 mg pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794948";@brasil0031359759;;;;"790593";;Emicizumabe 60 mg/0.4 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794949";@brasil6077900196;;;;"790593";;Emicizumabe 105 mg/0.7 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794950";@brasil8080514535;;;;"790593";;Emicizumabe 150 mg/1 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794951";@brasil4976765461;;;;"790593";;Emicizumabe 30 mg/1 mL solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"794952";@brasil8185914979;;;;"790594";;Empagliflozina 10 mg + Linagliptina 5 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794953";@brasil9839420936;;;;"790594";;Empagliflozina 25 mg + Linagliptina 5 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794954";@brasil5132413000;;;;"42883";;Epinefrina 0.3 mg/0.3 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"794955";@brasil8336547031;;;;"42883";;Epinefrina 0.15 mg/0.3 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
