CATMAT;Name;RENAME;COMPONENTE
BR0430434U0041;COLECALCIFEROL (VITAMINA D3) 5.000UI CÁPSULA GELATINOSA MOLE;FALSE;BASICO
BR0431098U0042;COLECALCIFEROL (VITAMINA D3) 50.000 UI COMPRIMIDO;FALSE;OUTRO
BR0431098;COLECALCIFEROL (VITAMINA D3) 50.000 UI CÁPSULA ;FALSE;OUTRO
BR0431097U0042;COLECALCIFEROL (VITAMINA D3) 7.000 UI COMPRIMIDO;FALSE;OUTRO
BR0431097;COLECALCIFEROL (VITAMINA D3) 7.000 UI CÁPSULA ;FALSE;OUTRO
BR0473748U0063;COLECALCIFEROL 10 ML SOLUÇÃO ORAL ESPECIALMENTE MANIPULADO;FALSE;OUTRO
BR0449681U0042;COLECALCIFEROL 10.000 UI COMP REV;FALSE;OUTRO
BR0440195;COLECALCIFEROL 10.000UI/ML SOLUÇÃO ORAL 10ML;FALSE;OUTRO
BR0436718U0063;COLECALCIFEROL 14.000 UI/ML SOLUÇÃO ORAL 10 ML;FALSE;OUTRO
BR0428744-3;COLECALCIFEROL 2.000 UI/ML SOLUÇÃO ORAL 100 ML;TRUE;BASICO
BR0438093;COLECALCIFEROL 200 UI CÁPSULA GELATINOSA MOLE;FALSE;OUTRO
BR0398178-1;COLECALCIFEROL 200 UI/ML SOL ORAL (FR) 10 ML;FALSE;OUTRO
BR0601217;COLECALCIFEROL 4.000 UI CÁPSULA ;FALSE;OUTRO
BR0473748U0042;COLECALCIFEROL 400 UI COMPRIMIDO;FALSE;OUTRO
BR0428744U0063;COLECALCIFEROL 5.600  UI/ML SOL ORAL (FR) 10 ML;FALSE;OUTRO
BR0428744-2;COLECALCIFEROL 5.600 UI/ML SOLUÇÃO ORAL  10 ML;TRUE;BASICO
BR0434125-1;COLECALCIFEROL 500 UI SOLUÇÃO ORAL 20 ML;FALSE;OUTRO
BR0484142;COLECALCIFEROL 60.000 UI CÁPSULA ;FALSE;OUTRO
BR0478193U0041;COLECALCIFEROL 800 UI CÁPSULA  ESPECIALMENTE MANIPULADO;FALSE;OUTRO
BR0270990;COLESTIRAMINA 4 G PÓ;FALSE;OUTRO
BR0275884;COLISTIMETATO DE SODIO (POLIMIXINA E) 1.000.000 UI PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;FALSE;BASICO
BR0275888;COLISTIMETATO DE SODIO (POLIMIXINA E) 150 MG  PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;FALSE;OUTRO
BR0433853;COLISTIMETATO DE SODIO (POLIMIXINA E) 2.000.000 UI PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0410627;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO DE 01 A 08 ANOS - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA 1 G PÓ ELENCO ESTADUAL ;FALSE;BASICO
BR0267498U0042;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA 1 G PÓ GRUPO 2 ;TRUE;ESPECIALIZADO
BR0267499U0042;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA 1 G PÓ GRUPO 2 ;TRUE;ESPECIALIZADO
BR0436839;COMPLEXO B (B1,B2,B6,B3) TIAMINA + RIBOFLAVINA + PIRIDOXINA + NICOTINAMIDA 7,5 + 0,825 + 2,5 + 12,5  MG COMP REV;FALSE;OUTRO
BR0367699;COMPLEXO OSSEÍNA HIDROXIAPATITA 800 MG COMPRIMIDO;FALSE;OUTRO
BR0268691U0118;COMPLEXO PROTROMBÍNICO HUMANO (FATORES DE COAGULAÇÃO II, VII, IX, X EM COMBINAÇÃO) 500 A 600 UI PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR0268693U0118;COMPLEXO PROTROMBÍNICO PARCIALMENTE ATIVADO 1000UI INJ (FR);TRUE;ESTRATEGICO
BR0440878U0118;COMPLEXO PROTROMBÍNICO PARCIALMENTE ATIVADO 2500UI INJ (FR);TRUE;ESTRATEGICO
BR0268692U0118;COMPLEXO PROTROMBÍNICO PARCIALMENTE ATIVADO 500UI PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR390598-3;CONCENTRADO DE FATOR DE COAGULAÇÃO, FATOR VIII RECOMBINANTE 500 UI INJ (FR);TRUE;ESTRATEGICO
BR0308806U0118;CONCENTRADO DE FATOR IX 200 UI A 250 UI UI PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR0308805U0118;CONCENTRADO DE FATOR IX 500 A 600 UI PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR308805-1;CONCENTRADO DE FATOR IX 500UI MAIOR 50UI ALTA PUREZA INJ (FR);TRUE;ESTRATEGICO
BR0389799U0593;CONCENTRADO DE FATOR VII 100KUI ATIVADO RECOMBINADO INJ (FR);TRUE;ESTRATEGICO
BR0389799U0592;CONCENTRADO DE FATOR VII 250KUI ATIVADO RECOMBINADO INJ (FR);TRUE;ESTRATEGICO
BR0389799U0591;CONCENTRADO DE FATOR VII 50KUI ATIVADO RECOMBINANTE INJ (FR);TRUE;ESTRATEGICO
BR0308802U0118;CONCENTRADO DE FATOR VIII 1.000 UI - AE IGUAL OU MAIOR 100 UI LIOFILIZADO INJ (FR);TRUE;ESTRATEGICO
BR0429217U0118;CONCENTRADO DE FATOR VIII 1000UI CONTENDO FATOR DE VON WILLEBRAND PARA IMUNOTOLERÂNCIA INJ (FR);TRUE;ESTRATEGICO
BR0308802U0150;CONCENTRADO DE FATOR VIII 250UI AE MAIOR 100UI/MG INJ (FR);TRUE;BASICO
BR0429215U0118;CONCENTRADO DE FATOR VIII 250UI CONTENDO FATOR DE VON WILLEBRAND PARA IMUNOTOLERÂNCIA INJ (FR);TRUE;ESTRATEGICO
BR0308807U0118;CONCENTRADO DE FATOR VIII 500 UI AE MAIOR 1UI PARA TRATAMENTO DE DOENÇA DE VON WILLEBRAND INJ (FR);TRUE;ESTRATEGICO
BR0429216U0118;CONCENTRADO DE FATOR VIII 500UI CONTENDO FATOR DE VON WILLEBRAND PARA IMUNOTOLERÂNCIA INJ (FR);TRUE;ESTRATEGICO
BR0346580U0118;CONCENTRADO DE FATOR XIII 250 UI + DILUENTE INJ (FR);TRUE;ESTRATEGICO
BR0394681U0118;CONCENTRADO DE FIBRINOGÊNIO -  FATOR I 1 G PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR0305236;CONTRASTE RADIOLOGICO, À BASE DE IOPAMIDOL 300 MG/ML SOLUÇÃO INJETÁVEL 50 ML;FALSE;OUTRO
BR0276662-2;CONTRASTE RADIOLÓGICO, A BASE DE SULFATO DE BÁRIO 100 % SUSP ORAL (FR) 200 ML;FALSE;OUTRO
BR0276662;CONTRASTE RADIOLÓGICO, A BASE DE SULFATO DE BÁRIO 100 % SUSPENSÃO ORAL  150 ML;FALSE;OUTRO
BR0310452;CONTRASTE RADIOLÓGICO, A BASE DE ÓLEO DE PAPOULA IODADO 480 MG / ML SOLUÇÃO INJETÁVEL 10 ML;FALSE;OUTRO
BR0316334-3;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOHEXOL 300MG DE IODO ML SOL INJ (FR-AMP) 100 ML;FALSE;OUTRO
BR0316334-1;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOHEXOL 300MG DE IODO ML SOL INJ (FR-AMP) 20 ML;FALSE;OUTRO
BR0316334-2;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOHEXOL 300MG DE IODO ML SOL INJ (FR-AMP) 50 ML;FALSE;OUTRO
BR0316335-1;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOHEXOL 350MG DE IODO ML SOL INJ (FR-AMP) 50 ML;FALSE;BASICO
BR0316335-2;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOHEXOL 350MG DE IODO/ SOL INJ (FR-AMP) 100 ML;FALSE;OUTRO
BR0340320;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOVERSOL 320MG DE IODO ML SOL INJ (SER PREENC) 125 ML;FALSE;OUTRO
BR0340319;CONTRASTE RADIOLÓGICO, NÃO IÔNICO, À BASE DE IOVERSOL 350MG DE IODO/ SOL INJ (SER PREENC) 125 ML;FALSE;OUTRO
BR0436384;CONTRASTE RADIOLÓGICO, À BASE DE GADOTERIDOL 279,3 MG/ML SOL INJ (AMP) 10 ML;FALSE;OUTRO
BR0276665-2;CONTRASTE RADIOLÓGICO, À BASE DE IOBITRIDOL, 76,78%  350MG DE IODO/ ML SOL INJ (FR-AMP) 100 ML;FALSE;OUTRO
BR0276665-1;CONTRASTE RADIOLÓGICO, À BASE DE IOBITRIDOL, 76,78%  350MG DE IODO/ ML SOL INJ (FR-AMP) 50 ML;FALSE;OUTRO
BR0276665-3;CONTRASTE RADIOLÓGICO, À BASE DE IOBITRIDOL, 76,78%  350MG DE IODO/ ML SOL INJ (FR-AMP) 500 ML;FALSE;OUTRO
BR0400579;CORDIA VERBENACEA DC. 5 MG/G AEROSSOL 75 ML;FALSE;OUTRO
BR0400579U0023;CORDIA VERBENACEA DC. 5 MG/G CREME  30 G;FALSE;OUTRO
BR0410047;CRANBERRY (VACCINIUM MACROCARPOM) 400 MG MG CÁPSULA ;FALSE;OUTRO
BR0474423U0541;CREATINA 2 G PÓ SACHÊ 5 G;FALSE;OUTRO
BR0372975U0134;CREATINA 5 G PÓ;FALSE;OUTRO
BR0432637;CRIZOTINIBE 250 MG CÁPSULA ;FALSE;OUTRO
BR0298445;CROMOGLICATO DE SÓDIO 2 % SOLUÇÃO OFTÁLMICA 5 ML;FALSE;OUTRO
BR0298445-1;CROMOGLICATO DE SÓDIO 2% SOLUÇÃO OFTÁLMICA 15 ML;FALSE;OUTRO
BR0298444;CROMOGLICATO DE SÓDIO 4 % % SOLUÇÃO NASAL 15 ML;FALSE;OUTRO
BR0298446;CROMOGLICATO DE SÓDIO 4 % SOLUÇÃO OFTÁLMICA 5 ML;FALSE;OUTRO
BR0314373-3;CUMARINA + HEPARINA SÓDICA 5 + 50 MG/ML CREME  120 ML;FALSE;OUTRO
BR0314373-4;CUMARINA + HEPARINA SÓDICA 5 + 50 MG/ML CREME  240 ML;FALSE;OUTRO
BR0314373-1;CUMARINA + HEPARINA SÓDICA 5 + 50 MG/ML CREME  40 ML;FALSE;OUTRO
BR0314373-2;CUMARINA + HEPARINA SÓDICA 5 + 50 MG/ML CREME  80 ML;FALSE;OUTRO
BR0296647;CUMARINA + TROXERRUTINA 15 + 90 MG DRÁGEA;FALSE;OUTRO
BR0434127;CURCUMA LONGA 250MG (EQUIVALENTE A 50MG DE CURCUMINOIDES) CÁPSULA ;FALSE;OUTRO
BR0429325U0041;CYNARA SCOLYMUS  (ALCACHOFRA) 250 MG CÁPSULA ;TRUE;BASICO
BR0399066U0062;CYNARA SCOLYMUS  (ALCACHOFRA) 5 % SOLUÇÃO 100 ML;FALSE;OUTRO
BR0399066-1;CYNARA SCOLYMUS  (ALCACHOFRA) 50 G DROGA VEGETAL;TRUE;BASICO
BR0395618U0041;CYNARA SCOLYMUS  (ALCACHOFRA) CERCA DE 300 MG CÁPSULA ;TRUE;BASICO
BR0429303U0062;CYNARA SCOLYMUS (ALCACHOFRA) 1,5 MG/ML TINTURA 100 ML;TRUE;BASICO
BR0399066U0097;CYNARA SCOLYMUS (ALCACHOFRA) 20 % TINTURA 30 ML;FALSE;OUTRO
BR0367515U0041;CYNARA SCOLYMUS (ALCACHOFRA) 200 MG CÁPSULA ;TRUE;BASICO
BR0399066U0041;CYNARA SCOLYMUS (ALCACHOFRA) 500 MG CÁPSULA ;TRUE;BASICO
BR0385424U0042;CYNARA SCOLYMUS (ALCACHOFRA) CERCA DE 24 A 48  MG COMP;TRUE;BASICO
BR0404075;CÁLCIO AMINOÁCIDO QUELATO 250 MG PÓ 3,5 G ;FALSE;BASICO
BR0436788;CÁLCIO TRIBÁSICO + COLECALCIFEROL + CIANOCOBALAMINA 10 + 0,00025 + 0,0012 MG SOLUÇÃO 250 ML;FALSE;OUTRO
BR0433021;CÁLCIO, CARBONATO, FORMULAÇÃO ESPECIAMENTE MANIPULADA 100 MG/ML SOL ORAL (FR) 150 ML;FALSE;OUTRO
BR0370117;DABIGATRANA, ETEXILATO 110 MG CÁPSULA ;FALSE;BASICO
BR0402259;DABIGATRANA, ETEXILATO 150 MG CÁPSULA ;FALSE;OUTRO
BR0370118;DABIGATRANA, ETEXILATO 75 MG CÁPSULA ;FALSE;OUTRO
BR0452496;DABRAFENIBE 75 MG CÁPSULA ;FALSE;OUTRO
BR0270438;DACARBAZINA 200 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0435334U0042;DACLATASVIR 30 MG COMP REV;TRUE;ESTRATEGICO
BR0431732U0042;DACLATASVIR 60 MG COMP REV;TRUE;ESTRATEGICO
BR0431732;DACLATASVIR 60MG COMP;FALSE;OUTRO
BR0338413;DACTINOMICINA 0,5 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;FALSE;BASICO
BR0272470;DALTEPARINA SÓDICA 2500 UI SOLUÇÃO INJETÁVEL 0,2 ML;FALSE;BASICO
BR0272469;DALTEPARINA SÓDICA 5000 UI SOLUÇÃO INJETÁVEL 0,2 ML;FALSE;OUTRO
BR0272473U0041;DANAZOL 100 MG CAP GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0272473;DANAZOL 100 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;OUTRO
BR0272472U0041;DANAZOL 200 MG CAP GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0272471E;DANAZOL 50 MG CAP GRUPO 1.B ;FALSE;ESPECIALIZADO
BR0328960;DANTROLENO SODICO 100 MG CÁPSULA ;FALSE;OUTRO
BR0272475;DANTROLENO SODICO 20 MG SOL INJ OU PÓ LIOF INJ (FR-AMP);FALSE;OUTRO
BR0328959;DANTROLENO SODICO 25 MG CÁPSULA ;FALSE;OUTRO
BR0432908;DAPAGLIFLOZINA 10 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0432908U0042;DAPAGLIFLOZINA 10 MG COMPRIMIDO GRUPO 2 ;TRUE;ESPECIALIZADO
BR0432911;DAPAGLIFLOZINA 5 MG COMPRIMIDO;FALSE;OUTRO
BR0485637;DAPAGLIFLOZINA ASSOCIADA A SAXAGLIPTINA 10 + 5 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0272476;DAPSONA 100 MG COMPRIMIDO;TRUE;OUTRO
BR0394855U0042;DAPSONA 50 MG COMPRIMIDO;TRUE;OUTRO
BR0373415;DAPTOMICINA 500 MG PÓ LIOF INJ (FR-AMP);FALSE;OUTRO
BR0441461U0086;DARATUMUMABE 20 MG/ML SOLUÇÃO INJETÁVEL 20 ML;FALSE;OUTRO
BR0441461U0106;DARATUMUMABE 20 MG/ML SOLUÇÃO INJETÁVEL 5 ML;FALSE;OUTRO
BR0358450;DARIFENACINA, BROMIDRATO 15 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0358449;DARIFENACINA, BROMIDRATO 7,5 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0393781U0042;DARUNAVIR 150 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0332764U0042;DARUNAVIR 300 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0393780U0042;DARUNAVIR 600 MG COMP;TRUE;ESTRATEGICO
BR0393779U0042;DARUNAVIR 75 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0467031U0042;DARUNAVIR 800 MG COMP;TRUE;ESTRATEGICO
BR0412031;DASATINIBE 100 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0359135;DASATINIBE 20 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0359136;DASATINIBE 50 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0382939;DECITABINA 50 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0325838U0042;DEFERASIROX 125 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0325838;DEFERASIROX 125 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0325836U0042;DEFERASIROX 250 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0325836;DEFERASIROX 250 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0325837U0042;DEFERASIROX 500 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0325837;DEFERASIROX 500 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0361382U0042;DEFERIPRONA 500 MG COMP GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0361382;DEFERIPRONA 500 MG COMPRIMIDO;TRUE;BASICO
BR0451582;DEFLAZACORTE 12 MG CÁPSULA ;FALSE;OUTRO
BR0451583;DEFLAZACORTE 20 MG CÁPSULA ;FALSE;OUTRO
BR0273150;DEFLAZACORTE 30 MG COMPRIMIDO;FALSE;OUTRO
BR0273148;DEFLAZACORTE 6 MG COMPRIMIDO;FALSE;BASICO
BR0273149;DEFLAZACORTE 7,5 MG COMPRIMIDO;FALSE;OUTRO
BR0475936;DELAMANIDA 50 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;ESTRATEGICO
BR0268241;DELTAMETRINA 0,2 MG/ML LOÇÃO 100 ML;FALSE;OUTRO
BR0268242;DELTAMETRINA 0,2 MG/ML XAMPU  100 ML;FALSE;OUTRO
BR0406358;DENOSUMABE 120 MG SOLUÇÃO INJETÁVEL 1,7 ML;FALSE;OUTRO
BR0421223;DENOSUMABE 60 MG/ML SOLUÇÃO INJETÁVEL 1 ML;FALSE;OUTRO
BR0301956;DERIVADO PROTÊICO PURIFICADO (TUBERCULINA) 2 UTR SOLUÇÃO INJETÁVEL 1,5 ML;FALSE;OUTRO
BR0266736U0118;DESFERROXAMINA 500 MG PÓ LIOF INJ (FR-AMP) GRUPO 1.B ;TRUE;ESPECIALIZADO
BR0266736;DESFERROXAMINA 500 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;TRUE;BASICO
BR0276283;DESLANOSÍDEO 0,2 MG/ML SOLUÇÃO INJETÁVEL  2 ML ;FALSE;BASICO
BR0337468-3;DESLORATADINA 0,5 MG/ML XAROPE  100 ML;FALSE;OUTRO
BR0337468U0097;DESLORATADINA 0,5 MG/ML XAROPE  30 ML;FALSE;OUTRO
BR0337468-2;DESLORATADINA 0,5 MG/ML XAROPE  60 ML;FALSE;OUTRO
BR0337468-4;DESLORATADINA 1,25 MG/ML SOLUÇÃO ORAL 20 ML;TRUE;BASICO
BR0287529;DESLORATADINA 5 MG COMPRIMIDO;FALSE;OUTRO
BR0268573U0042;DESMOPRESSINA 0,1 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0268074U0081;DESMOPRESSINA 0,1 MG/ML SOL OU SPRAY NAS (FR) 2,5 ML GRUPO 1.A;TRUE;ESPECIALIZADO
BR0268572U0042;DESMOPRESSINA 0,2 MG COMP GRUPO 1.A;TRUE;ESPECIALIZADO
BR0268074;DESMOPRESSINA, ACETATO 0,1 MG/ML SPRAY  NASAL 2,5 ML ELENCO ESTADUAL ;TRUE;BASICO
BR0268572;DESMOPRESSINA, ACETATO 0,2 MG COMPRIMIDO;FALSE;BASICO
BR0320796U0005;DESMOPRESSINA, ACETATO 15 MCG/ML INJ (FR);TRUE;ESTRATEGICO
BR0268575U0005;DESMOPRESSINA, ACETATO 4,0 MCG/ML  AMP 1 ML;TRUE;BASICO
BR0393331;DESOGESTREL + ETINILESTRADIOL 0,15 + 0,03 MG COMPRIMIDO;FALSE;OUTRO
BR0442718;DESOGESTREL + ETINILESTRADIOL 150 MCG + 20 MCG COMPRIMIDO;FALSE;OUTRO
BR0356701;DESOGESTREL 75 MCG COMPRIMIDO;FALSE;OUTRO
BR0287531;DESONIDA 0,05 % CREME  30 G;FALSE;OUTRO
BR0287533;DESONIDA 0,05 % CREME  60 G;FALSE;OUTRO
BR0287531U0479;DESONIDA, CREME, FRASCO 200G;FALSE;OUTRO
BR0396730;DESOXIMETASONA 2,5 MG/G POMADA 20 G;FALSE;OUTRO
BR0405899;DESVENLAFAXINA, SUCCINATO MONOIDRATADO 100 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0395950;DESVENLAFAXINA, SUCCINATO MONOIDRATADO 50 MG COMPRIMIDO;FALSE;OUTRO
BR0405898;DESVENLAFAXINA, SUCCINATO MONOIDRATADO 50 MG COMPRIMIDO DE LIBERAÇÃO CONTROLADA;FALSE;BASICO
BR0483737;DEUTETRABENAZINA 6 MG COMPRIMIDO;FALSE;OUTRO
BR0267643U0015;DEXAMETASONA  0,1 % CREME  10 G;TRUE;BASICO
BR0268243U0062;DEXAMETASONA  0,1 MG/ML ELIXIR 100 ML;TRUE;BASICO
BR0268243U0067;DEXAMETASONA  0,1 MG/ML ELIXIR 120 ML;TRUE;BASICO
BR0267644;DEXAMETASONA  0,5 MG COMPRIMIDO;FALSE;OUTRO
BR0319004;DEXAMETASONA  0,75 MG COMPRIMIDO;FALSE;OUTRO
BR0267643-1;DEXAMETASONA  1 % CREME  20 G;FALSE;OUTRO
BR0267187U0106;DEXAMETASONA  1 MG/ML SOLUÇÃO OFTÁLMICA 5 ML;TRUE;BASICO
BR0269388U0042;DEXAMETASONA  4 MG COMPRIMIDO;TRUE;BASICO
BR0269388U0006;DEXAMETASONA  4 MG/ML SOL INJ (AMP) 2,5ML;FALSE;OUTRO
BR0363561;DEXAMETASONA + DIPIRONA + HIDROXOCOBALAMINA 1,5 + 500 + 5 MG/ML SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0270231;DEXAMETASONA + NEOMICINA + POLIMIXINA B 1 MG + 5 MG + 6.000 UI/G POMADA 3,5 G;FALSE;OUTRO
BR0321234-1;DEXAMETASONA + NEOMICINA + POLIMIXINA B 1 MG + 5 MG + 6.000 UI/G SOLUÇÃO OFTÁLMICA 5 ML;FALSE;OUTRO
BR0321234;DEXAMETASONA + NEOMICINA + POLIMIXINA B 1MG + 3,5 MG + 6000 UI SUSPENSÃO OFTÁLMICA 5 ML;FALSE;OUTRO
BR0406477;DEXAMETASONA + NEOMICINA 1 + 5 MG/G CREME  15 G;FALSE;OUTRO
BR0267643-2;DEXAMETASONA 0,1% CREME  15 G;TRUE;BASICO
BR0431717;DEXAMETASONA 0,7 MG IMPLANTE BIODEGRADÁVELPARA USO OFTALMICO (INTRAVÍTREO);TRUE;BASICO
BR0271570U0022;DEXAMETASONA 1 MG/G POMADA OFTALMICA  3,5 G;TRUE;BASICO
BR0444337U0170;DEXAMETASONA 1MG/ML SOLUÇÃO OFTÁLMICA 1 ML;TRUE;BASICO
BR0408849;DEXAMETASONA 2 MG/ML SOLUÇÃO INJETÁVEL 50 ML;FALSE;OUTRO
BR0322136;DEXAMETASONA 8 MG/ML SOL INJ (FR);FALSE;OUTRO
BR0270456;DEXAMETASONA+CLORANFENICOL+CLORIDRATO DE TETRIZOLINA 0,05MG + 5MG + 0,25MG /ML SOLUÇÃO OFTÁLMICA 5 ML;TRUE;BASICO
BR0368168;DEXAMETASONA, ACETATO + DEXAMETASONA, FOSFATO DISSÓDICO 8 + 2 MG/ML SUSPENSÃO INJETÁVEL 1 ML;FALSE;OUTRO
BR0270457;DEXAMETASONA, FOSFATO DISSÓDICO + NEOMICINA 1 + 3,5 MG/ML SOLUÇÃO OFTÁLMICA 5 ML;FALSE;OUTRO
BR0300733;DEXAMETASONA, FOSFATO DISSÓDICO 2 MG/ML SOLUÇÃO INJETÁVEL 1 ML;FALSE;OUTRO
BR0292427U0018;DEXAMETASONA, FOSFATO DISSÓDICO 4  MG/ML SOLUÇÃO INJETÁVEL FRASCO-AMPOLA 2,5 ML;TRUE;BASICO
BR0292427U0006;DEXAMETASONA, FOSFATO DISSÓDICO 4 MG/ML SOLUÇÃO INJETÁVEL AMPOLA 2,5  ML;TRUE;BASICO
BR0272896;DEXCLORFENIRAMINA, MALEATO + BETAMETASONA, VALERATO 0,4 + 0,05 MG/ML XAROPE  120 ML;FALSE;OUTRO
BR0267646U0062;DEXCLORFENIRAMINA, MALEATO 0,4 MG/ML SOLUÇÃO ORAL 100 ML;TRUE;BASICO
BR0267646U0067;DEXCLORFENIRAMINA, MALEATO 0,4 MG/ML SOLUÇÃO ORAL 120 ML;TRUE;BASICO
BR0440863U0074;DEXCLORFENIRAMINA, MALEATO 0,4 MG/ML SOLUÇÃO ORAL 150 ML;TRUE;BASICO
BR0298454U0062;DEXCLORFENIRAMINA, MALEATO 0,4 MG/ML XAROPE  100 ML;TRUE;BASICO
BR0298454U0067;DEXCLORFENIRAMINA, MALEATO 0,4 MG/ML XAROPE  120 ML;TRUE;BASICO
BR0419964;DEXCLORFENIRAMINA, MALEATO 10 MG/G CREME  30 G;FALSE;OUTRO
BR0267645U0042;DEXCLORFENIRAMINA, MALEATO 2 MG COMPRIMIDO;TRUE;BASICO
BR0352129;DEXCLORFENIRAMINA, MALEATO 6 MG DRÁGEA;FALSE;OUTRO
BR0461415;DEXLANSOPRAZOL 30 MG CAP LIBERAÇÃO CONTROLADA;FALSE;OUTRO
BR0450073;DEXLANSOPRAZOL 60 MG CÁPSULA DURA DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0352204;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML SOLUÇÃO INJETÁVEL 2 ML;FALSE;OUTRO
BR0478931U0062;DEXMEDETOMIDINA, CLORIDRATO 4 MCG/ML SOLUÇÃO INJETÁVEL 100 ML;FALSE;OUTRO
BR0475041;DEXMEDETOMIDINA, CLORIDRATO 500 MCG/ML SOL INJ (FR) 10 ML;FALSE;OUTRO
BR0479986;DEXPANTENOL 250 MG CÁPSULA ;FALSE;OUTRO
BR392423;DEXPANTENOL 50 MG/G GEL 10 G;FALSE;OUTRO
BR0392423;DEXPANTENOL 50 MG/G POMADA 10 G;FALSE;OUTRO
BR0299236-1;DEXPANTENOL 50 MG/G POMADA 20 G;FALSE;OUTRO
BR0299236-2;DEXPANTENOL 50 MG/G POMADA 30 G;FALSE;OUTRO
BR0294202;DEXRAZOXANO 500 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0312390;DEXTRANA 70 + HIPROMELOSE + GLICEROL 1 + 3 + 2 MG/ML SOLUÇÃO OFTÁLMICA 15 ML;FALSE;OUTRO
BR0425182;DEXTROCETAMINA, CLORIDRATO 50 MG/ML SOLUÇÃO INJETÁVEL 10 ML;FALSE;OUTRO
BR0425182-1;DEXTROCETAMINA, CLORIDRATO 50MG/ML SOLUÇÃO INJETÁVEL 2 ML;TRUE;BASICO
BR0291802;DIACEREÍNA 50 MG CÁPSULA ;FALSE;OUTRO
BR0395147U0009;DIAZEPAM 10  MG/ML SOLUÇÃO INJETÁVEL 2 ML;FALSE;BASICO
BR0267197U0042;DIAZEPAM 10 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
