resource_type,id,name,attr:tp_amostra_exame,attr:ds_amostra_exame,attr:ds_metodo_exame,company,website,location,public_access,logo_url,description,text,attr:ingredientes_codigoObm,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:extra_names,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
Concept,COVID,"COVID-19, Biologia Molecular",FLUORA,Fluido oral,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FLUORA,Fluido oral,"Transcrição reversa seguida por reação em cadeia da polimerase em tempo real (RT-PCR) para detecção qualitativa do RNA viral do SARS-CoV-2, agente etiológico da doença COVID-19. O protocolo utilizado se baseia no disponibilizado pelo CDC-EUA (Centers for Disease Control and Prevention �??EUA) e analisa as regiões N1 e N2 do SARS-CoV-2 e o gene RNaseP humano, que é utilizado como controle endógeno.",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FLUORA,Fluido oral,"Transcri�ao reversa seguida por rea�ao em cadeia da polimerase em tempo real (RT-PCR) para detec�ao qualitativa do RNA viral do SARS-CoV-2, agente etiologico da doen�a COVID-19. O protocolo utilizado se baseia no disponibilizado pelo CDC-EUA (Centers for Disease Control and Prevention �??EUA) e analisa as regioes N1 e N2 do SARS-CoV-2 e o gene RNaseP humano, que � utilizado como controle endogeno.",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRAAMI,Fragmentos de amígdalas,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRABAC,Fragmentos de baço,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRACOR,Fragmentos de coração,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRAFAR,Fragmentos de faringe,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRAFIG,Fragmentos de fígado,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRAGT,Fragmento de tecido,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRAMOR,Fragmentos de múltiplos órgãos,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRARIM,Fragmentos de rim,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRATRA,Fragmentos de traquéia,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRBRON,Fragmentos de brônquio,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",FRPLE,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",INFP,Infiltrado pulmonar,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LAVBRA,Lavado brônquico alveolar,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LAVBRA,Lavado Brônquico Alveolar,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LAVG,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LAVORO,Lavado de orofaringe,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LAVTBR,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LAVTBR,Lavado Traqueo-Brônquico,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LIQPER,Líquido pericárdico,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",LIQUP,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",MTBIO,Material não biológico,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",PLAS,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",RASP,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SAL,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECAUR,Secreção auricular,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECBRO,Secreção brônquica,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECLES,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECMAM,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECMAM,Secreção mamária,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECNAS,Secreção nasofaríngea,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECNAS,Secreção Nasofaríngea,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECOC,Secreção ocular,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECONF,Secreção Orofaríngea e Nasofaríngea,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECONF,Secreção orofaringe e nasofaringe,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECORF,Secreção Orofaríngea,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECORF,Secreção orofaríngea,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECPEN,Secreção peniana,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECRE,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECTRA,Secreção Traqueal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECTRA,Secreção traqueal,Transcri��o reversa seguida por rea��o em cadeia da polimerase em tempo real (rt-pcr) para detec��o qualitativa do rna viral do sars-cov-2 agente etiol�gico da doen�a covid-19. Protocolo utilizado se baseia no disponibilizado pelo cdc-eua (centers for disease control and prevention eua) e analisa as regi�es n1 e n2 do sars-cov-2 e o gene rnasephumano que � utilizado como controle end�geno.,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECTRA,Secreção traqueal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SECTRA,Secreção traqueal,Metodologia: Transcri�ao reversa seguida por rea�ao em cadeia da polimerase em tempo real (RT-PCR) para detec�ao qualitativa do RNA viral do SARS-CoV-2 agente etiologico da doen�a COVID-19. Protocolo utilizado se baseia no disponibilizado pelo CDC-EUA (Centers for Disease Control and Prevention �??EUA) e analisa as regioes N1 e N2 do SARS-CoV-2 e o gene RNaseP humano que � utilizado como controle,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SER,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SGEDT,Sangue com EDTA,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SGHEM,Sangue,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNCCEB,Fragmento do tecido do SNC - cérebro,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,PCR em Tempo Real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,Transcri��o reversa seguida por rea��o em cadeia da polimerase em tempo real (rt-pcr) para detec��o qualitativa do rna viral do sars-cov-2 agente etiol�gico da doen�a covid-19. Protocolo utilizado se baseia no disponibilizado pelo cdc-eua (centers for disease control and prevention eua) e analisa as regi�es n1 e n2 do sars-cov-2 e o gene rnasep humano que � utilizado como controle end�geno.,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,Transcri��o reversa seguida por rea��o em cadeia da polimerase em tempo real (rt-pcr) para detec��o qualitativa do rna viral do sars-cov-2 agente etiol�gico da doen�a covid-19. Protocolo utilizado se baseia no disponibilizado pelo cdc -eua (centers for disease control and prevention eua) e analisa as regi�es n1 e n2 do sars-cov-2 e o gene rnasephumano que � utilizado como controle end�geno.,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,"Transcri��o reversa seguida por rea��o em cadeia da polimerase em tempo real (rt-pcr) para detec��o qualitativa do rna viral do sars-cov-2, agente etiol�gico da doen�a covid-19. O protocolo utilizado se baseia no disponibilizado pelo cdc-eua (centers for disease control and prevention eua) e analisa as regi�es n1 e n2 do sars-cov-2 e o gene rnasep humano, que � utilizado como controle end�geno.",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,Transcri��o reversa seguida por rea��o em cadeia da polimerase em tempo real (rt-pcr) para detec��o qualitativa do rna viral do sars-cov-2 agente etiol�gico da doen�a covid-19. Protocolo utilizado se baseia no disponibilizado pelo cdc-eua (centers for disease control and prevention eua) e analisa as regi�es n1 e n2 do sars-cov-2 e o gene rnasephumano que � utilizado como controle end�geno.,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,Metodologia: Transcri��o reversa seguida por rea��o em cadeia da polimerase em tempo real (RT-PCR) para detec��o qualitativa do RNA viral do SARS-CoV-2 agente etiol�gico da doen�a COVID-19. Protocolo utilizado se baseia no disponibilizado pelo CDC-EUA (Centers for Disease Control and Prevention �??EUA) e analisa as regi�es N1 e N2 do SARS-CoV-2 e o gene RNaseP humano que � utilizado como controle,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,Metodologia: Transcri�ao reversa seguida por rea�ao em cadeia da polimerase em tempo real (RT-PCR) para detec�ao qualitativa do RNA viral do SARS-CoV-2 agente etiologico da doen�a COVID-19. Protocolo utilizado se baseia no disponibilizado pelo CDC-EUA (Centers for Disease Control and Prevention �??EUA) e analisa as regioes N1 e N2 do SARS-CoV-2 e o gene RNaseP humano que � utilizado como controle,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab Naso-Orofaríngeo,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab Naso-Orofaríngeo,PCR em Tempo Real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SNOF,Swab naso-orofaríngeo,Metodologia: Transcrição reversa seguida por reação em cadeia da polimerase em tempo real (RT-PCR) para detecção qualitativa do RNA viral do SARS-CoV-2 agente etiológico da doença COVID-19. Protocolo utilizado se baseia no disponibilizado pelo CDC-EUA (Centers for Disease Control and Prevention �??EUA) e analisa as regiões N1 e N2 do SARS-CoV-2 e o gene RNaseP humano que é utilizado como controle,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SPT,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SPUTIN,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWAB,Swab,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWABL,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWABS,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWAXI,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWBAN,Swab anal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWBAN,Swab Anal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWCCAB,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWFEC,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWFEC,Swab fecal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWFER,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWLEP,,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWNAFA,Swab nasofaringe,RT-PCR,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWNAFA,Swab Nasofaríngeo,RT-PCR,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWNAFA,Swab nasofaringe,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWNAFA,Swab Nasofaríngeo,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWNAS,Swab nasal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWNAS,Swab Nasal,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWOCU,Swab ocular,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWOCU,Swab Ocular,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
Concept,COVID,"COVID-19, Biologia Molecular",SWORO,Swab de orofaringe,RT-PCR em tempo real,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BRNomeExameGAL,,,,,,,,,,,,,,,,,,,Fully Specified,por
