"id";"name";"location";"name_eng"
B01AC30;associações;por;platelet aggregation inhibitors excl. heparin - co
B01AC56;ácido acetilsalicílico e esomeprazol;por;acetylsalicylic acid, combinations with proton pum
B01AD;enzimas;por;Enzymes
B01AD01;estreptoquinase;por;"streptokinase; parenteral"
B01AD02;alteplase;por;"alteplase; parenteral"
B01AD03;anistreplase;por;"anistreplase; parenteral"
B01AD04;uroquinase;por;"urokinase; parenteral"
B01AD05;fibrinolisina;por;"fibrinolysin; parenteral, topical, vaginal"
B01AD06;brinase;por;"brinase; oral"
B01AD07;reteplase;por;"reteplase; parenteral"
B01AD08;saruplase;por;saruplase
B01AD09;ancrode;por;"ancrod; parenteral"
B01AD10;alfadrotrecogina (ativada);por;"drotrecogin alfa (activated); parenteral"
B01AD11;tenecteplase;por;"tenecteplase; parenteral"
B01AD12;proteína c;por;"protein C; parenteral"
B01AE;inibidores direto da trombina;por;Direct thrombin inhibitors
B01AE01;desirudina;por;"desirudin; parenteral"
B01AE02;lepirudina;por;"lepirudin; parenteral"
B01AE03;argatrobana;por;"argatroban; parenteral"
B01AE04;melagatrana;por;"melagatran; parenteral"
B01AE05;ximelagatrana;por;"ximelagatran; oral"
B01AE06;bivalirudina;por;"bivalirudin; parenteral"
B01AE07;etexilato de dabigatrana;por;"dabigatran etexilate; oral"
B01AF;inibidores direto do fator Xa;por;Direct factor Xa inhibitors
B01AF01;rivaroxabana;por;"rivaroxaban; oral"
B01AF02;apixaban;por;"apixaban; oral"
B01AX;outros agentes antitrombóticos;por;Other antithrombotic agents
B01AX01;defibrotida;por;"defibrotide; parenteral"
B01AX04;sulfato de dermatana;por;dermatan sulfate
B01AX05;fondaparinux;por;"fondaparinux; parenteral"
B02;antihemorrágicos;por;ANTIHEMORRHAGICS
B02A;antifibrinolíticos;por;ANTIFIBRINOLYTICS
B02AA;aminoácidos;por;Amino acids
B02AA01;ácido aminocapróico;por;"aminocaproic acid; systemic"
B02AA02;ácido tranexâmico;por;"tranexamic acid; systemic"
B02AA03;ácido aminometilbenzóico;por;"aminomethylbenzoic acid; oral"
B02AB;inibidores de proteinase;por;Proteinase inhibitors
B02AB01;aprotinina;por;"aprotinin; parenteral"
B02AB02;alfa1 antitripsina;por;"alfa1 antitrypsin; parenteral"
B02AB03;inibidor de C1;por;"[D] c1-inhibitor, plasma derived; parenteral"
B02AB04;camostate;por;"camostat; oral"
B02B;vitamina k e outros hemostáticos;por;VITAMIN K AND OTHER HEMOSTATICS
B02BA;vitamina k;por;Vitamin K
B02BA01;fitomenadiona;por;"phytomenadione; systemic"
B02BA02;menadiona;por;"menadione; systemic"
B02BB;fibrinogênio;por;Fibrinogen
B02BB01;fibrinogêno humano;por;"fibrinogen, human; parenteral"
B02BC;hemostáticos locais;por;Local hemostatics
B02BC01;esponja com gelatina absorvente;por;"absorbable gelatin sponge; topical"
B02BC02;celulose oxidizada;por;"oxidized cellulose; topical"
B02BC03;hidroximetilester do ácido tetragalacturônico;por;"tetragalacturonic acid hydroxymethylester; topical"
B02BC05;adrenalona;por;"adrenalone; topical"
B02BC06;trombina;por;"thrombin; topical"
B02BC07;colágeno;por;"collagen; topical"
B02BC08;alginato de cálcio;por;"calcium alginate; topical"
B02BC09;epinefrina;por;"epinephrine; topical"
B02BC10;fibrinogênio humano;por;"[U] fibrinogen, human; topical"
B02BC30;associações;por;"combinations; topical (local hemostatics)"
B02BD;fatores da coagulação sanguínea;por;Blood coagulation factors
B02BD01;fatores da coagulação ix, ii, vii e x associados;por;coagulation factor IX, II, VII and X in combinatio
B02BD02;fator viii da coagulação;por;"coagulation factor VIII; parenteral, topical, uret"
B02BD03;atividade que ultrapassa o inibidor do fator viii;por;"factor VIII inhibitor bypassing activity; parenter"
B02BD04;fator ix da coagulação;por;"coagulation factor IX; parenteral"
B02BD05;fator vii da coagulação;por;"coagulation factor VII; parenteral"
B02BD06;fator von willebrand e fator viii da coagulação em associação;por;von Willebrand factor and coagulation factor VIII 
B02BD07;fator xiii da coagulação;por;"coagulation factor XIII; parenteral, topical"
B02BD08;alfaeptacogue ativado;por;"coagulation factor VIIa; parenteral"
B02BD09;alfanonacogue;por;"[U] nonacog alfa; parenteral"
B02BD10;fator de von Willebrand;por;"von Willebrand factor; parenteral"
B02BD30;trombina;por;"thrombin; parenteral, topical"
B02BX;outros hemostáticos sistêmicos;por;Other systemic hemostatics
B02BX01;etansilato;por;"etamsylate; systemic"
B02BX02;carbazocromo;por;"carbazochrome; systemic"
B02BX03;batroxobina;por;"batroxobin; systemic"
B03;preparações antianêmicas;por;ANTIANEMIC PREPARATIONS
B03A;preparações contendo ferro;por;IRON PREPARATIONS
B03AA;ferro bivalente, preparações orais;por;Iron bivalent, oral preparations
B03AA01;sulfato ferroso de glicina;por;"ferrous glycine sulfate; oral"
B03AA02;fumarato ferroso;por;"ferrous fumarate; oral"
B03AA03;gliconato ferroso;por;"ferrous gluconate; oral"
B03AA04;carbonato ferroso;por;"ferrous carbonate; oral"
B03AA05;cloreto ferroso;por;"ferrous chloride; oral"
B03AA06;succinato de ferro;por;"ferrous succinate; oral"
B03AA07;sulfato ferroso;por;"ferrous sulfate; oral"
B03AA08;tartarato ferroso;por;"ferrous tartrate; oral"
B03AA09;aspartato ferroso;por;"ferrous aspartate; oral"
B03AA10;ascorbato ferroso;por;"ferrous ascorbate; oral"
B03AA11;iodeto ferroso;por;"ferrous iodine; oral"
B03AB;ferro trivalente, preparações orais;por;Iron trivalent, oral preparations
B03AB01;citrato férrico de sódio;por;"ferric sodium citrate; oral"
B03AB02;óxido de ferro sacaratado;por;"saccharated iron oxide; oral"
B03AB03;feredetato de sódio;por;"sodium feredetate; oral"
B03AB04;hidróxido férrico;por;"ferric hydroxide; oral"
B03AB05;dextriferrona;por;"ferric oxide polymaltose complexes; oral"
B03AB06;citrato férrico;por;"[U] ferric citrate; oral, topical"
B03AB07;complexo de condroitinsulfato-ferro;por;"chondroitin sulfate-iron complex; oral"
B03AB08;acetiltransferrina férrico;por;"ferric acetyl transferrin; oral"
B03AB09;proteinsuccinilato férrico;por;"ferric proteinsuccinylate; oral"
B03AC;ferro trivalente, preparações parenterais;por;"Iron, parenteral preparations; parenteral"
B03AC01;dextriferrona;por;"[U] ferric oxide polymaltose complexes; systemic"
B03AC02;óxido de ferro sacaratado;por;"[U] saccharated iron oxide; parenteral"
B03AC03;complexo de ferro-sorbitol-ácido cítrico;por;"[U] iron-sorbitol-citric acid complex; parenteral"
B03AC05;complexo de férrico sorbitol-ácido glucónido;por;"[U] ferric sorbitol gluconic acid complex; systemi"
B03AC06;complexos de óxido férrico-dextrana;por;"[U] ferric oxide dextran complexes; systemic"
B03AC07;complexo férrico sódico gluconato;por;"[U] ferric sodium gluconate complex; systemic"
B03AD;ferro em associação com ácido fólico;por;Iron in combination with folic acid
B03AD01;complexo de ferroso aminoácidos;por;"ferrous amino acid complex; systemic"
B03AD02;fumarato ferroso;por;"ferrous fumarate, combinations; systemic (iron in "
B03AD03;sulfato ferroso;por;"ferrous sulfate, combinations; systemic"
B03AD04;dextriferrona;por;"ferric oxide polymaltose complexes; systemic"
B03AE;ferro em outras associações;por;Iron in other combinations
B03AE01;associações contendo ferro, vitamina b12 e ácido fólico;por;"iron, vitamin B12 and folic acid; systemic"
B03AE02;associações contendo ferro, multivitaminas e ácido fólico;por;"iron, multivitamins and folic acid; systemic"
B03AE03;associações contendo ferro e multivitaminas;por;"iron and multivitamins; systemic"
B03AE04;associações contendo ferro, multivitaminas e minerais;por;"iron, multivitamins and minerals; systemic"
B03AE10;várias associações contendo ferro;por;"various combinations; systemic"
B03B;vitamina b12 e ácido fólico;por;VITAMIN B12 AND FOLIC ACID
B03BA;vitamina b12 (cianocobalamina e análogos);por;Vitamin B12 (cyanocobalamin and analogues)
B03BA01;cianocobalamina;por;"cyanocobalamin; nasal, systemic"
B03BA02;complexo de cianocobalamina tanina;por;"cyanocobalamin tannin complex; parenteral"
B03BA03;hidroxocobalamina;por;"hydroxocobalamin; parenteral"
B03BA04;cobamamida;por;"cobamamide; systemic"
B03BA05;mecobalamina;por;"mecobalamin; systemic"
B03BA51;cianocobalamina, associações contendo;por;"cyanocobalamin, combinations; systemic"
B03BA53;hidroxocobalamina, associações contendo;por;"hydroxocobalamin, combinations; systemic"
B03BB;ácido fólico e derivados;por;Folic acid and derivatives
B03BB01;ácido fólico;por;"folic acid; systemic (folic acid and derivatives)"
B03BB51;ácido fólico, associações contendo;por;"folic acid, combinations; systemic"
B03X;outras preparações antianêmicas;por;OTHER ANTIANEMIC PREPARATIONS
B03XA;outras preparações antianêmicas;por;Other antianemic preparations
B03XA01;eritropoetina;por;"erythropoietin; parenteral"
B03XA02;alfadarbepoetina;por;"darbepoetin alfa; parenteral"
B03XA03;metoxi-polietilenoglicol-epoetina-beta;por;"methoxy polyethylene glycol-epoetin beta; parenter"
B05;substitutos do sangue e soluções para perfusão;por;BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05A;sangue e produtos relacionados;por;BLOOD AND RELATED PRODUCTS
B05AA;substitutos do sangue e frações de proteinas plasmáticas;por;Blood substitutes and plasma protein fractions
B05AA01;albumina;por;"albumin; parenteral"
B05AA02;otras frações proteicas do plasma;por;"other plasma protein fractions; parenteral"
B05AA03;substitutos do sangue fluorocarbonados;por;"fluorocarbon blood substitutes; parenteral"
B05AA05;dextrana;por;"dextran; parenteral"
B05AA06;agentes com gelatina;por;"gelatin agents; parenteral"
B05AA07;hidroxietil amido;por;"hydroxyethylstarch; parenteral"
B05AA08;hemoglobina crosfumarilo;por;"hemoglobin crosfumaril; parenteral"
B05AA09;hemoglobina rafímera;por;"hemoglobin raffimer; parenteral"
B05B;soluções;por;I.V. SOLUTIONS
B05BA;soluções para nutrição parenteral;por;Solutions for parenteral nutrition
B05BA01;aminoácidos;por;"amino acids; parenteral"
B05BA02;emulsões graxas;por;"fat emulsions; parenteral"
B05BA03;carboidratos;por;"carbohydrates; parenteral"
B05BA04;hidrolizados de proteínas;por;"protein hydrolysates; parenteral"
B05BA10;associações;por;"combinations; parenteral (solutions for parenteral"
B05BB;soluções que ajustam o balanço eletrolítico;por;Solutions affecting the electrolyte balance
B05BB01;eletrólitos;por;"electrolytes; parenteral"
B05BB02;eletrólitos associados com carboidratos;por;"electrolytes with carbohydrates; parenteral"
B05BB03;trometamol;por;"trometamol; parenteral (solutions affecting the el"
B05BB04;eletrolíticos em combinção com outras drogas;por;"electrolytes in combination with other drugs; pare"
B05BC;soluções que produzem diurese osmótica;por;Solutions producing osmotic diuresis
B05BC01;manitol;por;"mannitol; parenteral"
B05BC02;uréia;por;"carbamide; parenteral"
B05C;soluções para irrigação;por;IRRIGATING SOLUTIONS
B05CA;soluções contendo antiinfecciosos;por;Antiinfectives
B05CA01;cetilpiridínio;por;"cetylpyridinium; irrigating solution"
B05CA02;clorexidina;por;"chlorhexidine; irrigating solution"
B05CA03;nitrofural;por;"nitrofural; irrigating solution"
B05CA04;sulfametizol;por;"sulfamethizole; irrigating solution"
B05CA05;taurolidina;por;"taurolidine; irrigating solution"
B05CA06;ácido mandélico;por;"mandelic acid; irrigating solution"
B05CA07;noxitiolina;por;"noxytiolin; irrigating solution"
B05CA08;lactato de etacridina;por;"ethacridine lactate; irrigating solution"
B05CA09;neomicina;por;"neomycin; irrigating solution"
B05CA10;associações;por;"antiinfectives - combinations; irrigating solution"
B05CB;soluções salinas;por;Salt solutions
B05CB01;cloreto de sódio;por;"sodium chloride; irrigating solution"
B05CB02;citrato de sódio;por;"sodium citrate; irrigating solution"
B05CB03;citrato de magnésio;por;"magnesium citrate; irrigating solution"
B05CB04;bicarbonato de sódio;por;"sodium bicarbonate; irrigating solution"
B05CB10;associações;por;"salt solutions - combinations; irrigating solution"
B05CX;outras soluções para irrigação;por;Other irrigating solutions
B05CX01;glicose;por;"glucose; irrigating solution"
B05CX02;sorbitol;por;"sorbitol; irrigating solution"
B05CX03;glicina;por;"glycine; irrigating solution"
B05CX04;manitol;por;"mannitol; irrigating solution"
B05CX10;associações;por;other irrigating solutions - combinations
B05D;diálise peritoneal;por;PERITONEAL DIALYTICS
B05DA;soluções isotônicas;por;Isotonic solutions
B05DB;soluções hipertônicas;por;Hypertonic solutions
B05X;aditivos para soluções intravenosas;por;I.V. SOLUTION ADDITIVES
B05XA;soluções eletrolíticas;por;Electrolyte solutions
B05XA01;cloreto de potássio;por;"potassium chloride; parenteral"
B05XA02;bicarbonato de sódio;por;"sodium bicarbonate; parenteral"
B05XA03;cloreto de sódio;por;"sodium chloride; parenteral"
B05XA04;cloreto de amônio;por;"ammonium chloride; parenteral"
B05XA05;sulfato de magnésio;por;"magnesium sulfate; parenteral"
B05XA06;fosfato de potássio, incluindo associações com outros sais de potássio;por;potassium phosphate, incl. combinations with other
B05XA07;cloreto de cálcio;por;"calcium chloride; parenteral (electrolyte solution"
B05XA08;acetato de sódio;por;"sodium acetate; parenteral"
B05XA09;fosfato de sódio;por;"sodium phosphate; parenteral"
B05XA10;fosfato de magnésio;por;"magnesium phosphate; parenteral"
B05XA11;cloreto de magnésio;por;"magnesium chloride; parenteral"
B05XA12;cloreto de zinco;por;"zinc chloride; parenteral"
B05XA13;ácido hidroclórico;por;"hydrochloric acid; parenteral"
B05XA14;glicerofosfato de sódio;por;"sodium glycerophosphate; parenteral"
B05XA15;lactato de potássio;por;"potassium lactate; parenteral"
B05XA16;soluções cardioplégicas;por;"cardioplegia solutions; parenteral"
B05XA30;associações de eletrólitos;por;"combinations of electrolytes; parenteral"
B05XA31;eletrólitos associados com outros farmacos;por;"electrolytes in combination with other drugs; pare"
B05XB;aminoácidos;por;Amino acids
B05XB01;cloridrato de arginina;por;"arginine hydrochloride; parenteral"
B05XB02;alanilglutamina;por;"alanyl glutamine; parenteral"
B05XB03;lisina;por;"lysine; parenteral"
B05XC;vitaminas;por;Vitamins
B05XX;outros aditivos para soluções intravenosas;por;Other i.v. solution additives
B05XX02;trometamol;por;"trometamol; parenteral (i.v. solution additives)"
B05Z;hemodialíticos e hemofiltrados;por;HEMODIALYTICS AND HEMOFILTRATES
B05ZA;concentrados para hemodiálise;por;Hemodialytics, concentrates
B05ZB;hemofiltrados;por;Hemofiltrates
B06;outros agentes hematológicos;por;OTHER HEMATOLOGICAL AGENTS
B06A;outros agentes hematológicos;por;OTHER HEMATOLOGICAL AGENTS
B06AA;enzimas;por;Enzymes
B06AA02;fibrinolisina e desoxirribonuclease;por;"fibrinolysin and desoxyribonuclease; systemic, top"
B06AA03;hialuronidase;por;"hyaluronidase; ophthalmic, parenteral, topical"
B06AA04;quimotripsina;por;"chymotrypsin; systemic, topical"
B06AA07;tripsina;por;"trypsin; systemic, topical"
B06AA10;desoxirribonuclease;por;"desoxyribonuclease; systemic, topical"
B06AA11;bromelaína;por;"[U] bromelains; oral, topical"
B06AA55;estreptoquinase, associações contendo;por;"streptokinase, combinations; systemic, topical"
B06AB;outros produtos hematológicos;por;Heme products
B06AB01;hematina;por;"hemin; systemic, topical"
C;sistema cardiovascular;por;CARDIOVASCULAR SYSTEM
C01;terapia cardíaca;por;CARDIAC THERAPY
C01A;glicosídios cardíacos;por;CARDIAC GLYCOSIDES
C01AA;glicosídios digitálicos;por;Digitalis glycosides
C01AA01;acetildigitoxina;por;"acetyldigitoxin; oral"
C01AA02;acetildigoxina;por;"acetyldigoxin; oral"
C01AA03;folhas de digitalis;por;"digitalis leaves; oral"
C01AA04;digitoxina;por;"digitoxin; systemic"
C01AA05;digoxina;por;"digoxin; systemic"
C01AA06;lanatosídeo c;por;"lanatoside C; oral, rectal"
C01AA07;deslanosídeo;por;"deslanoside; parenteral"
C01AA08;metildigoxina;por;"metildigoxin; systemic"
C01AA09;gitoformato;por;"gitoformate; oral"
C01AA52;acetildigoxina, associações contendo;por;"acetyldigoxin, combinations; systemic"
C01AB;glicosídios da scilla;por;Scilla glycosides
C01AB01;proscilaridina;por;"proscillaridin; oral"
C01AB51;proscilaridina, associações contendo;por;"proscillaridin, combinations; systemic"
C01AC;glicosídios do estrofanto;por;Strophanthus glycosides
C01AC01;estrofantina g;por;"g-strophanthin; parenteral"
C01AC03;cimarina;por;"cymarin; oral"
C01AX;outros glicosídios cardíacos;por;Other cardiac glycosides
C01AX02;peruvosídeo;por;"peruvoside; systemic"
C01B;antiarrítmicos, classes i e ii;por;ANTIARRHYTHMICS, CLASS I AND III
C01BA;antiarrítmicos, classe ia;por;Antiarrhythmics, class Ia
C01BA01;quinidina;por;"quinidine; oral"
C01BA02;procainamida;por;"procainamide; systemic"
C01BA03;disopiramida;por;"disopyramide; systemic"
C01BA04;esparteína;por;"sparteine; parenteral"
C01BA05;ajmalina;por;"ajmaline; oral"
C01BA08;prajmálio;por;"prajmaline; oral"
C01BA12;lorajmina;por;"lorajmine; oral"
C01BA51;quinidina, associações excluindo psicolépticos;por;"quinidine, combinations excl. psycholeptics; syste"
C01BA71;quinidina, associações contendo psicolépticos;por;"quinidine, combinations with psycholeptics; system"
C01BB;antiarrítmicos, classe ib;por;Antiarrhythmics, class Ib
C01BB01;lidocaína;por;"lidocaine; parenteral"
C01BB02;mexiletina;por;"mexiletine; systemic"
C01BB03;tocainida;por;"tocainide; systemic"
C01BB04;aprindina;por;"aprindine; systemic"
C01BC;antiarrítmicos, classe ic;por;Antiarrhythmics, class Ic
C01BC03;propafenona;por;"propafenone; systemic"
C01BC04;flecainida;por;"flecainide; systemic"
C01BC07;lorcainida;por;"lorcainide; parenteral"
C01BC08;encainida;por;"encainide; oral"
C01BD;antiarrítmicos, classe iii;por;Antiarrhythmics, class III
C01BD01;amiodarona;por;"amiodarone; systemic"
C01BD02;tosilato de bretílio;por;"bretylium tosilate; parenteral"
C01BD03;bunaftina;por;bunaftine
C01BD04;dofetilida;por;"dofetilide; oral"
C01BD05;ibutilida;por;"ibutilide; parenteral"
C01BD06;tedisamila;por;tedisamil
C01BD07;dronedarona;por;"dronedarone; oral"
C01BG;outros antiarrítmicos de classe i e iii;por;Other antiarrhythmics, class I and III
C01BG01;moracizina;por;"moracizine; oral"
C01BG07;cibenzolina;por;"cibenzoline; systemic"
C01BG11;vernacalanto;por;"vernakalant; parenteral"
C01C;estimulantes cardíacos exceto glicosídios cardiacos;por;CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01CA;agentes adrenérgicos e dopaminérgicos;por;Adrenergic and dopaminergic agents
C01CA01;etilefrina;por;"etilefrine; systemic"
C01CA02;isoprenalina;por;"isoprenaline; systemic"
C01CA03;norepinefrina;por;"norepinephrine; parenteral"
C01CA04;dopamina;por;"dopamine; parenteral"
C01CA05;norfenefrina;por;"norfenefrine; oral"
C01CA06;fenilefrina;por;"phenylephrine; parenteral"
C01CA07;dobutamina;por;"dobutamine; parenteral"
C01CA08;oxedrina;por;"oxedrine; systemic"
C01CA09;metaraminol;por;"metaraminol; parenteral"
C01CA10;metoxamina;por;"methoxamine; parenteral"
C01CA11;mefentermina;por;"mephentermine; parenteral"
C01CA12;dimetofrina;por;dimetofrine
C01CA13;prenalterol;por;"prenalterol; parenteral"
C01CA14;dopexamina;por;"dopexamine; parenteral"
C01CA15;gepefrina;por;"gepefrine; oral"
C01CA16;ibopamina;por;"ibopamine; oral"
C01CA17;midodrina;por;"midodrine; oral"
C01CA18;octopamina;por;"octopamine; oral"
C01CA19;fenoldopam;por;"fenoldopam; parenteral"
C01CA21;cafedrina;por;"cafedrine; systemic"
C01CA22;arbutamina;por;"arbutamine; parenteral"
C01CA23;teodrenalina;por;"theodrenaline; systemic"
C01CA25;metilsulfato de amezínio;por;"amezinium metilsulfate; oral"
C01CA26;epinefrina;por;"ephedrine; parenteral"
C01CA30;associações;por;adrenergic and dopaminergic agents - combinations
C01CA51;etilefrina, associações contendo;por;"etilefrine, combinations; systemic"
C01CE;inibidores da fosfodiesterase;por;Phosphodiesterase inhibitors
C01CE01;anrinona;por;"amrinone; parenteral"
C01CE02;milrinona;por;"milrinone; parenteral"
C01CE03;enoximona;por;"enoximone; parenteral"
C01CE04;bucladesina;por;"bucladesine; parenteral, topical"
C01CX;outros estimulantes cardíacos;por;Other cardiac stimulants
C01CX06;angiotensinamida;por;"angiotensinamide; parenteral"
C01CX07;xamoterol;por;"xamoterol; oral"
C01CX08;levosimendana;por;"levosimendan; parenteral"
C01D;vasodilatadores utilizados em doenças cardíacas;por;VASODILATORS USED IN CARDIAC DISEASES
C01DA;nitratos orgânicos;por;Organic nitrates
C01DA02;trinitrato de glicerila;por;"glyceryl trinitrate; oral, oral aerosol, sublingua"
C01DA04;dinitrato de metilpropilpropanediol;por;methylpropylpropanediol dinitrate
C01DA05;tetranitrato de pentaeritritila;por;"pentaerithrityl tetranitrate; oral"
C01DA07;propatilnitrato;por;"propatylnitrate; oral"
C01DA08;dinitrato de isossorbida;por;"isosorbide dinitrate; oral, oral aerosol, sublingu"
C01DA09;trolnitrato;por;"trolnitrate; oral"
C01DA13;tetranitrato de eritritila;por;"eritrityl tetranitrate; oral"
C01DA14;mononitrato de isossorbida;por;"isosorbide mononitrate; oral"
C01DA20;nitratos orgânicos em associação;por;organic nitrates in combination
C01DA38;tenitramina;por;tenitramine
C01DA52;trinitrato de glicerila, associações contendo;por;"glyceryl trinitrate, combinations; systemic"
C01DA54;dinitrato de metilpropilpropanediol, associações contendo;por;methylpropylpropanediol dinitrate, combinations
C01DA55;tetranitrato de pentaeritritila, associações contendo;por;"pentaerithrityl tetranitrate, combinations; oral"
C01DA57;propatilnitrato, associações contendo;por;"propatylnitrate, combinations; systemic"
C01DA58;dinitrato de isossorbida, associações contendo;por;"isosorbide dinitrate, combinations; systemic"
C01DA59;trolnitrato, associações contendo;por;"trolnitrate, combinations; oral"
C01DA63;tetranitrato de eritritila, associações contendo;por;"eritrityl tetranitrate, combinations; oral"
C01DA70;nitratos orgânicos em associação com psicolépticos;por;organic nitrates in combination with psycholeptics
C01DB;vasodilatadores quinolônicos;por;Quinolone vasodilators
C01DB01;flosequinana;por;"flosequinan; oral"
C01DX;outros vasodilatadores utilizados em doenças cardíacas;por;Other vasodilators used in cardiac diseases
C01DX01;tosilato de itramina;por;"itramin tosilate; systemic"
C01DX02;prenilamina;por;"prenylamine; oral"
C01DX03;oxifedrina;por;"oxyfedrine; systemic"
C01DX04;benziodarona;por;"benziodarone; oral"
C01DX05;carbocromeno;por;"carbocromen; oral"
C01DX06;hexobendina;por;"hexobendine; systemic"
C01DX07;etafenona;por;"etafenone; oral"
C01DX08;heptaminol;por;"heptaminol; systemic"
C01DX09;imolamina;por;"imolamine; oral"
C01DX10;dilazepe;por;"dilazep; oral"
C01DX11;trapidil;por;"trapidil; systemic"
C01DX12;molsidomina;por;"molsidomine; systemic"
C01DX13;efloxato;por;"efloxate; oral"
C01DX14;cinepazete;por;"cinepazet; oral"
C01DX15;cloridarol;por;"cloridarol; systemic"
C01DX16;nicorandil;por;"nicorandil; oral"
C01DX18;linsidomina;por;"linsidomine; systemic"
C01DX19;nesiritida;por;"nesiritide; parenteral"
C01DX51;tosilato de itramina, associações contendo;por;"itramin tosilate, combinations; oral"
C01DX52;prenilamina, associações contendo;por;"prenylamine, combinations; oral, rectal"
C01DX53;oxifedrina, associações contendo;por;"oxyfedrine, combinations; systemic"
C01DX54;benziodarona, associações contendo;por;"benziodarone, combinations; oral"
C01E;outras preparações cardíacas;por;OTHER CARDIAC PREPARATIONS
C01EA;prostaglandinas;por;Prostaglandins
C01EA01;alprostadil;por;"alprostadil; parenteral"
C01EB;outras preparações cardíacas;por;Other cardiac preparations
C01EB02;cânfora;por;"camphora; oral"
C01EB03;indometacina;por;"indometacin; systemic"
C01EB04;glicosídeos do crataegus;por;crataegus glycosides
C01EB05;creatinolfosfato;por;creatinolfosfate
C01EB06;fosfocreatinina;por;"fosfocreatine; parenteral"
C01EB07;frutose 1,6-difosfato;por;"fructose 1,6-diphosphate; systemic"
C01EB09;ubidecarenona;por;"ubidecarenone; systemic"
C01EB10;adenosina;por;"adenosine; parenteral"
C01EB11;tiracizina;por;"tiracizine; systemic"
C01EB12;tedisalmila;por;[U] tedisamil
C01EB13;acadesina;por;acadesine
C01EB15;trimetazidina;por;"trimetazidine; oral"
C01EB16;ibuprofeno;por;"ibuprofen; parenteral"
C01EB17;ivabradina;por;"ivabradine; oral"
C01EB18;ranolazina;por;"ranolazine; oral"
C01EX;outros produtos cardíacos em associação;por;Other cardiac combination products
C02;anti-hipertensivos;por;ANTIHYPERTENSIVES
C02A;agentes adrenérgicos de ação central;por;ANTIADRENERGIC AGENTS, CENTRALLY ACTING
C02AA;alcalóides da rauwolfia;por;Rauwolfia alkaloids
C02AA01;rescinamina;por;"rescinnamine; systemic"
C02AA02;reserpina;por;"reserpine; systemic"
C02AA03;associações de alcalóides da rauwolfia;por;combinations of rauwolfia alkaloids
C02AA04;alcalóides da rauwolfia,raíz inteira;por;"rauwolfia alkaloids, whole root; systemic"
C02AA05;deserpidina;por;"deserpidine; oral"
C02AA06;metoserpidina;por;"methoserpidine; oral"
C02AA07;bietaserpina;por;"bietaserpine; oral"
C02AA52;reserpina, associações contendo;por;"reserpine, combinations; systemic"
C02AA53;associações de alcalóides da rauwolfia, associações;por;combinations of rauwolfia alkoloids, combinations
C02AA57;bietaserpina, associações contendo;por;"bietaserpine, combinations; systemic"
C02AB;metildopa;por;Methyldopa
C02AB01;metildopa (levógira);por;"methyldopa (levorotatory); systemic"
C02AB02;metildopa (racêmica);por;"methyldopa (racemic); oral"
C02AC;agonistas de receptores imidazolínicos;por;Imidazoline receptor agonists
C02AC01;clonidina;por;"clonidine; systemic"
C02AC02;guanfacina;por;"guanfacine; oral"
C02AC04;tolonidina;por;"tolonidine; oral"
C02AC05;moxonidina;por;"moxonidine; oral"
C02AC06;rilmenidina;por;"rilmenidine; oral"
C02B;agentes antiadrenérgicos, bloqueio ganglionar;por;ANTIADRENERGIC AGENTS, GANGLION-BLOCKING
C02BA;derivados sulfonados;por;Sulfonium derivatives
C02BA01;trimetafana;por;"trimetaphan; parenteral"
C02BB;aminas secundárias e terciárias;por;Secondary and tertiary amines
C02BB01;mecamilamina;por;"mecamylamine; oral"
C02BC;compostos de amônio biquaternário;por;Bisquaternary ammonium compounds
C02C;agentes antiadrenérgicos, ação periférica;por;ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING
C02CA;antagonistas de receptores alfa-adrenérgicos;por;Alpha-adrenoreceptor antagonists
C02CA01;prazosina;por;"prazosin; oral"
C02CA02;indoramina;por;"indoramin; oral"
C02CA03;trimazosina;por;"trimazosin; oral"
C02CA04;doxazosina;por;"doxazosin; oral"
C02CA06;urapidil;por;"urapidil; systemic"
C02CC;derivados da guanidina;por;Guanidine derivatives
C02CC01;betanidina;por;"betanidine; oral"
C02CC02;guanetidina;por;"guanethidine; oral"
C02CC03;guanoxano;por;"guanoxan; oral"
C02CC04;debrisoquina;por;"debrisoquine; oral"
C02CC05;guanoclor;por;guanoclor
C02CC06;guanazodina;por;guanazodine
C02CC07;guanoxabenzo;por;"guanoxabenz; oral"
C02LE01;prazosina e diuréticos;por;"prazosin and diuretics; oral, topical"
C02D;músculo liso arteriolar, agentes com ação sobre;por;ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON
C02DA;derivados tiazídicos;por;Thiazide derivatives
C02DA01;diazóxido;por;"diazoxide; parenteral"
C02DB;derivados hidrazinoftalazina;por;Hydrazinophthalazine derivatives
C02DB01;diidralazina;por;"dihydralazine; systemic"
C02DB02;hidralazina;por;"hydralazine; oral"
C02DB03;endralazina;por;"endralazine; oral"
C02DB04;cadralazina;por;"cadralazine; oral"
C02DC;derivados pirimidínicos;por;Pyrimidine derivatives
C02DC01;minoxidil;por;"minoxidil; oral"
